Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID|Date Recevied|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Report Start Date|Report End Date|Nature of Committee|Field 1|Field 2A|Field 2B|Field 2C|Field 2D|Field 3|Field 4|Field 5|Field 6|Field 7|Field 8|Field 9|Field 10|Field 11A|Field 11B|Field 11C|Field 11D|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 24|Field 25|Field 26|Description
NE MEDICAL PAC|233 SOUTH 13TH STREET, #1200,|I|LINCOLN|NE|68508|99PAC00058|01/12/2005|07/22/2005|nadc05|01/11/2005|6900134|11/02/2004|G|70|10/19/2004|12/31/2004||19381.04|297|0|27.61|324.61|0|0|324.61|0|0|324.61|19705.65|21552.82|2050|1525|651.32|4226.32|0|4226.32|0|0|4226.32|25779.14|35966.96|0|324.61|36291.57|4226.32|32065.25|0|129.44|32194.69|
IA-NE EQUIPMENT DEALERS PAC|8330 NW 54TH AVENUE|S|Johnston|IA|50131|99PAC00059|01/13/2000|10/27/2000|SERENAD |01/12/2000||11/03/1998|A||12/31/1998|12/31/1999||0|4100|0|1624.14|5724.14|0|0|5724.14|0|0|5724.14|5724.14|0|4460.69|0|828.75|5289.44|300|4989.44|0|0|4989.44|4989.44|35745.08|0|5724.14|41469.22|4989.44|36479.78|0|0|36479.78|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|06/07/2001|03/20/2003|JIMS    |06/06/2001|6190116|05/15/2001|G|70|05/01/2001|06/05/2001||3660|7429|0|45.67|7474.67|0|0|7474.67|0|0|7474.67|11134.67|26749.4|0|1385.1|23.23|1408.33|0|1408.33|0|0|1408.33|28157.73|19101.02|0|7474.67|26575.69|1408.33|25167.36|0|0|25167.36|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|06/26/2001|05/20/2003|JIMS    |06/22/2001|6200089|05/15/2000|G|70|06/06/2001|06/19/2001||11134.67|2665|0|0|2665|0|0|2665|0|0|2665|13799.67|28157.73|0|0|0|0|0|0|0|0|0|28157.73|25167.36|0|2665|27832.36|0|27832.36|0|0|27832.36|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|04/16/2002|10/29/2002|SERENAD |04/15/2002|6380199|05/14/2002|P|30|01/01/2002|04/09/2002||0|10357|0|95.82|10452.82|0|0|10452.82|0|0|10452.82|10452.82|0|19050|1317|312.75|20679.75|0|20679.75|0|0|20679.75|20679.75|41832.07|0|10452.82|52284.89|20679.75|31605.14|0|0|31605.14|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|04/30/2002|05/20/2003|JIMS    |04/29/2002|6390150|01/01/2001|A||06/20/2001|12/31/2001||13799.67|33690|0|351.34|34041.34|0|0|34041.34|0|0|34041.34|47841.01|28157.73|8050|12074.37|52.59|20176.96|0|20176.96|0|0|20176.96|48334.69|27832.36|0|34041.34|61873.7|20176.96|41696.74|0|-135.33|41832.07|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|05/06/2002|05/13/2002|TERII   |05/03/2002|6400114|05/14/2002|P|10|04/10/2002|04/29/2002||10452.82|6423|0|0|6423|0|0|6423|0|0|6423|16875.82|20679.75|300|2643.9|0|2943.9|0|2943.9|0|0|2943.9|23623.65|31605.14|0|6423|38028.14|2943.9|35084.24|0|0|35084.24|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|06/25/2002|07/05/2002|JIMS    |06/24/2002|6420118|05/14/2002|P|40|04/30/2002|06/18/2002||16875.82|6908|0|46.78|6954.78|0|250|6704.78|0|0|6704.78|23580.6|23623.65|1250|0|21.3|1271.3|0|1271.3|0|0|1271.3|24894.95|35084.24|0|6704.78|41789.02|1271.3|40517.72|0|0|40517.72|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|10/09/2002|05/28/2003|JIMS    |10/08/2002|6450007|11/05/2002|G|30|06/19/2002|10/01/2002||23580.6|31425.76|0|48.27|31474.03|0|0|31474.03|0|0|31474.03|55054.63|24894.95|16450|10246.89|0|26696.89|0|26696.89|0|0|26696.89|51591.84|40517.72|0|31474.03|71991.75|26696.89|45294.86|0|0|45294.86|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|10/29/2002|05/20/2003|JIMS    |10/28/2002|6460157|11/05/2002|G|10|10/02/2002|10/21/2002||55054.63|649|0|23.24|672.24|0|0|672.24|0|0|672.24|55726.87|51591.84|2200|1953.44|0|4153.44|400|3753.44|0|0|3753.44|55345.28|45294.86|0|672.24|45967.1|3753.44|42213.66|0|0|42213.66|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|01/14/2003|05/28/2003|JIMS    |01/13/2003|6490208|11/05/2002|G|70|10/22/2002|12/31/2002||55726.87|1520|0|71.5|1591.5|0|0|1591.5|0|0|1591.5|57318.37|55345.28|3300|100.5|0|3400.5|0|3400.5|0|0|3400.5|58745.78|42213.66|0|1591.5|43805.16|3400.5|40404.66|0|652.89|39751.77|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|03/10/2003|03/20/2003|JIMS    |03/08/2003|6540141|04/08/2003|P|30|01/01/2003|03/04/2003||0|10543|0|39.62|10582.62|0|0|10582.62|0|0|10582.62|10582.62|0|1700|1799.4|5.37|3504.77|0|3504.77|0|0|3504.77|3504.77|39751.77|0|10582.62|50334.39|3504.77|46829.62|0|0|46829.62|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|03/31/2003|04/14/2003|JIMS    |03/31/2003|6600114|04/08/2003|P|10|03/05/2003|03/24/2003||10582.62|1297|0|0|1297|0|0|1297|0|0|1297|11879.62|3504.77|14500|1748.1|0|16248.1|0|16248.1|0|0|16248.1|19752.87|46829.62|0|1297|48126.62|16248.1|31878.52|0|0|31878.52|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|04/28/2003|06/16/2003|SERENAD |04/25/2003|6610103|05/06/2003|G|10|03/25/2003|04/21/2003||11879.62|3142|0|17.87|3159.87|0|0|3159.87|0|0|3159.87|15039.49|19752.87|1600|0|75|1675|0|1675|0|0|1675|21427.87|31878.52|0|3159.87|35038.39|1675|33363.39|0|0|33363.39|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|06/16/2003|06/16/2003|SERENAD |06/16/2003||05/08/2003|G|70|04/22/2003|06/10/2003||15039.49|12170|0|17.78|12187.78|0|0|12187.78|0|0|12187.78|27227.27|21427.87|750.97|1342.5|6.2|2099.67|0|2099.67|0|0|2099.67|23527.54|33363.25|0|12187.78|45551.03|2099.67|43451.36|0|0|43451.36|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|04/09/2004|10/04/2004|JIMS    |04/08/2004|6770185|05/11/2004|P|30|06/11/2003|04/06/2004||0|59206|0|222.13|59428.13|0|0|59428.13|0|0|59428.13|59428.13|0|15200|16056.6|0|31256.6|0|31256.6|0|0|31256.6|31256.6|43451.36|0|59428.13|102879.49|31256.6|71622.89|0|0|71622.89|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|04/29/2004|10/25/2004|JIMS    |04/28/2004|6790069|05/11/2004|P|10|04/07/2004|04/26/2004||59428.13|4762|0|0|4762|0|0|4762|0|0|4762|64190.13|30256.6|8900|990.3|0|9890.3|0|9890.3|0|0|9890.3|40146.9|71622.89|0|4762|76384.89|9890.3|66494.59|0|0|66494.59|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|06/18/2004|06/24/2004|CHERYLD |06/17/2004|6810236|11/05/2004|P|40|04/27/2004|06/15/2004||64190.13|16892|0|33.79|16925.79|0|0|16925.79|0|0|16925.79|81115.92|41146.9|500|4943.4|0|5443.4|0|5443.4|0|0|5443.4|46590.3|66494.59|0|16925.79|83420.38|5443.4|77976.98|0|0|77976.98|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|09/30/2004|07/28/2005|nadc04|09/29/2004|6850018|11/02/2004|G|30|06/16/2004|09/28/2004||81115.92|48254.99|0|47.67|48302.66|0|0|48302.66|0|0|48302.66|129418.58|46590.3|19000|13996.05|0|32996.05|0|32996.05|346.73|0|33342.78|79933.08|77976.98|0|48302.66|126279.64|32996.05|93283.59|0|0|93283.59|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|10/21/2004|07/28/2005|nadc04|10/20/2004|6860107|11/02/2004|G|10|09/29/2004|10/18/2004||129418.58|0|0|15.56|15.56|0|0|15.56|0|0|15.56|129434.14|79933.08|1000|388.95|0|1388.95|0|1388.95|0|0|1388.95|81322.03|93283.59|0|15.56|93299.15|1388.95|91910.2|0|0|91910.2|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|01/10/2005|01/18/2005|CORIEJ  |01/07/2005|6900141|11/02/2004|G|70|10/19/2004|12/31/2004||129434.14|3543|0|95.98|3638.98|0|0|3638.98|0|0|3638.98|133073.12|81322.03|1050|1062.9|0|2112.9|0|2112.9|0|0|2112.9|83434.93|91910.2|0|3638.98|95549.18|2112.9|93436.28|0|0|93436.28|
NE REALTORS PAC|800 S 13TH STREET, SUITE 200|S|LINCOLN|NE|68508|99PAC00064|03/04/2005|03/07/2005|CORIEJ  |03/03/2005|6930233|04/05/2005|P|30|01/01/2005|03/01/2005||0|12329|0|36.89|12365.89|0|0|12365.89|0|0|12365.89|12365.89|0|13600|837|0|14437|0|14437|0|0|14437|14437|93436.28|0|12365.89|105802.17|14437|91365.17|0|0|91365.17|
NE REPUBLICANS FOR CHOICE, INC.|P.O. Box 5245,|S|LINCOLN|NE|68505|99PAC00065|01/18/2000|02/24/2003|JIMS    |01/14/2000|5790006|11/03/1998|A||01/01/1999|12/31/1999||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|214|214|0|214|0|0|214|214|2423|0|0|2423|214|2209|0|0|2209|
NE REPUBLICANS FOR CHOICE, INC.|P.O. Box 5245,|S|LINCOLN|NE|68505|99PAC00065|01/19/2001|02/24/2003|JIMS    |01/18/2001|6030206|11/07/2000|A||01/01/2000|12/31/2000||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|542.35|542.35|0|542.35|0|0|542.35|542.35|2209|0|0|2209|542.35|1666.65|0|0|1666.65|
NE REPUBLICANS FOR CHOICE, INC.|P.O. Box 5245,|S|LINCOLN|NE|68505|99PAC00065|01/22/2002|01/28/2002|TERII   |01/18/2002|6250140|01/01/2001|A||01/01/2001|12/31/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100|100|0|100|0|0|100|100|1666.65|0|0|1666.65|100|1566.65|0|0|1566.65|
NE REPUBLICANS FOR CHOICE, INC.|P.O. Box 5245,|S|LINCOLN|NE|68505|99PAC00065|01/13/2003|02/24/2003|JIMS    |01/10/2003|6490209|05/04/2004|A||01/01/2002|12/31/2002||0|160|0|0|160|0|0|160|0|0|160|160|0|0|0|420.23|420.23|0|420.23|0|0|420.23|420.23|1566.65|0|160|1726.65|420.23|1306.42|0|0|1306.42|
NE REPUBLICANS FOR CHOICE, INC.|P.O. Box 5245,|S|LINCOLN|NE|68505|99PAC00065|08/13/2003|08/13/2003|PATTIEV |08/12/2003||11/05/2002|O|FS|01/01/2003|08/12/2003||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|15|0|15|0|0|15|15|1306.42|0|0|1306.42|15|1291.42|0|1291.42|0|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|01/18/2000|01/03/2001|SERENAD |01/13/2000||11/03/1998|A||01/01/1999|12/31/1999||0|4025|0|93.14|4118.14|0|0|4118.14|0|0|4118.14|4118.14|0|3850|0|55.98|3905.98|0|3905.98|0|0|3905.98|3905.98|3786.45|0|4118.14|7904.59|3905.98|3998.61|0|0|3998.61|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|04/07/2000|05/24/2000|SERENAD |04/06/2000||05/09/2000|P|30|01/01/2000|04/04/2000||0|1125|0|22.74|1147.74|0|0|1147.74|0|0|1147.74|1147.74|0|1100|0|0|1100|0|1100|0|0|1100|1100|3998.61|0|1147.74|5146.35|1100|4046.35|0|0|4046.35|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|04/27/2000|08/07/2001|SERENAD |04/26/2000||05/09/2000|P|10|04/05/2000|04/24/2000||1147.74|125|0|0|125|0|0|125|0|0|125|1272.74|1100|100|0|0|100|0|100|0|0|100|1200|4046.35|0|125|4171.35|100|4071.35|0|0|4071.35|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|06/19/2000|11/08/2000|SERENAD |06/16/2000||05/09/2000|P|40|04/25/2000|06/13/2000||1272.74|25|0|14.13|39.13|0|0|39.13|0|0|39.13|1311.87|1200|100|0|0|100|0|100|0|0|100|1300|4071.35|0|39.13|4110.48|100|4010.48|0|0|4010.48|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/04/2000|03/26/2001|SERENAD |10/03/2000|5980073|11/07/2000|G|30|06/14/2000|10/03/2000||1311.87|250|0|20.02|270.02|0|0|270.02|0|0|270.02|1581.89|1300|450|0|0|450|0|450|0|0|450|1750|4010.48|0|270.02|4280.5|450|3830.5|0|0|3830.5|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/25/2000|12/27/2000|KAREN   |10/24/2000|5990151|11/07/2000|G|10|10/04/2000|10/23/2000||1581.89|0|0|5.9|5.9|0|0|5.9|0|0|5.9|1587.79|1750|100|0|0|100|100|0|0|0|0|1750|3830.5|0|5.9|3836.4|0|3836.4|0|0|3836.4|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|01/17/2001|01/31/2001|KAREN   |01/12/2001|0      |11/07/2000|G|70|10/24/2000|12/31/2000||1587.79|575|0|17.99|592.99|0|0|592.99|0|0|592.99|2180.78|1750|300|0|0|300|0|300|0|0|300|2050|3836.4|0|592.99|4429.39|300|4129.39|0|0|4129.39|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|01/11/2002|01/14/2002|TERII   |01/09/2002|6230209|01/01/2001|A||01/01/2001|12/31/2001||0|4580|0|32.32|4612.32|0|0|4612.32|0|0|4612.32|4612.32|0|2900|0|128|3028|0|3028|0|0|3028|3028|4129.39|0|4612.32|8741.71|3028|5713.71|0|0|5713.71|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|04/11/2002|04/18/2002|JIMS    |04/10/2002|6370222|05/14/2002|P|30|01/01/2002|04/09/2002||0|2650|0|5.45|2655.45|0|0|2655.45|0|0|2655.45|2655.45|0|1600|0|0|1600|0|1600|0|0|1600|1600|5713.71|0|2655.45|8369.16|1600|6769.16|0|0|6769.16|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|05/06/2002|05/13/2002|TERII   |05/03/2002|6400115|05/14/2002|P|10|04/10/2002|04/29/2002||2655.45|0|0|0|0|0|0|0|0|0|0|2655.45|1600|100|0|0|100|0|100|0|0|100|1700|6769.16|0|0|6769.16|100|6669.16|0|0|6669.16|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|06/20/2002|06/27/2002|JIMS    |06/19/2002|6410218|05/14/2002|P|40|04/30/2002|06/18/2002||2655.45|50|0|3.09|53.09|0|0|53.09|0|0|53.09|2708.54|1700|100|0|0|100|0|100|0|0|100|1800|6669.16|0|53.09|6722.25|100|6622.25|0|0|6622.25|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/03/2002|11/01/2002|JIMS    |10/02/2002|6440089|11/05/2002|G|30|06/19/2002|10/01/2002||2708.54|50|0|4.14|54.14|0|0|54.14|0|0|54.14|2762.68|1800|470|0|0|470|0|470|0|0|470|2270|6622.25|0|54.14|6676.39|470|6206.39|0|0|6206.39|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/23/2002|10/23/2002|SERENAD |10/22/2002||11/05/2002|G|10|10/02/2002|10/21/2002||2762.68|0|0|0|0|0|0|0|0|0|0|2762.68|2270|0|0|0|0|250|-250|0|0|-250|2020|6206.39|0|0|6206.39|-250|6456.39|0|0|6456.39|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|01/14/2003|01/23/2003|JIMS    |01/14/2003|6490210|11/05/2002|G|70|10/22/2002|12/31/2002||2762.68|2650|0|2.85|2652.85|0|0|2652.85|0|0|2652.85|5415.53|2020|400|0|0|400|0|400|0|0|400|2420|6456.39|0|2652.85|9109.24|400|8709.24|0|0|8709.24|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|01/16/2004|03/02/2004|JIMS    |01/15/2004|6650190|11/05/2002|A||01/01/2003|12/31/2003||0|1050|0|10.17|1060.17|0|0|1060.17|0|0|1060.17|1060.17|0|1425|0|0|1425|0|1425|0|0|1425|1425|8709.24|0|1060.17|9769.41|1425|8344.41|0|0|8344.41|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|04/12/2004|04/21/2004|CHERYLD |04/08/2004|6780132|05/11/2004|P|30|01/01/2004|04/06/2004||0|100|0|2.09|102.09|0|0|102.09|0|0|102.09|102.09|1425|525|0|0|525|0|525|0|0|525|1950|8344.41|0|102.09|8446.5|525|7921.5|0|0|7921.5|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|05/03/2004|05/11/2004|CHERYLD |05/03/2004|6790233|05/11/2004|P|10|04/07/2004|05/03/2004||102.09|0|0|0|0|0|0|0|0|0|0|102.09|525|0|0|0|0|0|0|0|0|0|525|7921.5|0|0|7921.5|0|7921.5|0|0|7921.5|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|07/06/2004|07/12/2004|SERENAD |07/06/2004|6820203|05/11/2004|P|40|05/04/2004|06/21/2004||102.09|0|0|1.27|1.27|0|0|1.27|0|0|1.27|103.36|525|0|0|0|0|0|0|0|0|0|525|7921.5|0|1.27|7922.77|0|7922.77|0|0|7922.77|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/04/2004|10/12/2004|CORIEJ  |09/30/2004|6850165|11/02/2004|G|30|06/21/2004|10/04/2004||103.36|0|0|2.05|2.05|0|0|2.05|0|0|2.05|105.41|525|150|0|0|150|0|150|0|0|150|675|7922.77|0|2.05|7924.82|150|7774.82|0|0|7774.82|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|10/27/2004|11/01/2004|CORIEJ  |10/22/2004|6870016|11/02/2004|G|10|10/04/2004|10/24/2004||105.41|0|0|0|0|0|0|0|0|0|0|105.41|675|0|0|0|0|0|0|0|0|0|675|7774.82|0|0|7774.82|0|7774.82|0|0|7774.82|
NE RESTAURANT ASSOCIATION PAC|1610 SO. 70TH, SUITE 101|S|LINCOLN|NE|68506|99PAC00066|01/07/2005|02/02/2006|nadc04|01/06/2005|6890138|11/02/2004|G|70|10/25/2004|12/31/2004||105.41|0|0|3.1|3.1|0|0|3.1|0|0|3.1|108.51|675|250|0|0|250|0|250|0|0|250|925|7774.82|0|3.1|7777.92|250|7527.92|0|0|7527.92|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|06/26/1998|04/18/2002|DAVIDH  |06/25/1998|5410026|05/12/1998|P|40|05/04/1998|06/22/1998||1010|3203|0|0|3203|0|0|3203|0|0|3203|4213|36.16|0|0|2486.25|2486.25|0|2486.25|5936.73|0|8422.98|8459.14|10.03|0|3203|3213.03|2486.25|726.78|0|0|726.78|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|10/16/1998|04/18/2002|DAVIDH  |10/16/1998|5470082|11/03/1998|G|30|06/23/1998|10/05/1998||4213|721|0|.41|721.41|0|0|721.41|0|0|721.41|4934.41|8459.14|0|0|40|40|0|40|92.48|0|132.48|8591.62|726.78|0|721.41|1448.19|40|1408.19|0|0|1408.19|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|11/25/1998|04/18/2002|DAVIDH  |11/25/1998|5530119|11/03/1998|G|10|10/06/1998|10/19/1998||4934.41|165|0|0|165|0|0|165|0|0|165|5099.41|8591.62|0|0|1309.38|1309.38|0|1309.38|1330.3|0|2639.68|11231.3|1408.19|0|165|1573.19|1309.38|263.81|0|0|263.81|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|01/04/1999|04/18/2002|DAVIDH  |01/04/1999|5550212|11/03/1998|G|70|10/20/1998|12/31/1998||5099.41|1395|3500|0|4895|0|0|4895|0|0|4895|9994.41|11231.3|0|0|4795|4795|0|4795|84|0|4879|16110.3|263.81|0|4895|5158.81|4795|363.81|0|0|363.81|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|06/15/1999|06/24/1999|SHELLYS |06/14/1999|5730242|05/04/1999|G|70|04/20/1999|06/08/1999||0|4427.5|0|0|4427.5|2500|0|1927.5|0|0|1927.5|1927.5|0|1634.11|0|231.97|1866.08|0|1866.08|0|0|1866.08|1866.08|363.81|0|1927.5|2291.31|1866.08|425.23|0|0|425.23|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|04/12/2000|04/19/2002|DAVIDH  |04/12/2000||05/09/2000|P|30|01/01/2000|04/04/2000||0|2110|0|0|2110|1500|0|610|0|0|610|610|0|0|0|0|0|0|0|0|0|0|0|425.23|0|610|1035.23|0|1035.23|0|0|1035.23|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|05/01/2000|08/07/2001|DAVIDH  |05/01/2000||05/09/2000|P|10|04/04/2000|05/01/2000||610|100|0|.69|100.69|0|0|100.69|0|0|100.69|710.69|0|0|0|1977.19|1977.19|0|1977.19|0|0|1977.19|1977.19|1035.23|0|100.69|1135.92|1977.19|-841.27|0|0|-841.27|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|06/21/2000|04/19/2002|DAVIDH  |06/20/2000||05/09/2000|P|40|04/25/2000|06/13/2000||710.69|18687|841.27|.17|19528.44|2260|0|17268.44|0|0|17268.44|17979.13|1977.19|3701|914|55|4670|0|4670|0|0|4670|6647.19|-841.27|0|17268.44|16427.17|4670|11757.17|0|-748.19|12505.36|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|10/11/2000|10/20/2000|KAREN   |10/10/2000|5980247|11/07/2000|G|30|06/14/2000|10/03/2000||18727.32|1185|0|27.26|1212.26|0|0|1212.26|0|0|1212.26|19939.58|6647.19|100|0|6692.8|6792.8|0|6792.8|0|0|6792.8|13439.99|12505.36|0|1212.26|13717.62|6792.8|6924.82|0|0|6924.82|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|11/01/2000|08/08/2001|DAVIDH  |10/31/2000|6000084|11/07/2000|G|10|10/03/2000|10/23/2000||19939.58|695|0|5.17|700.17|0|0|700.17|0|0|700.17|20639.75|13439.99|3396.19|168.22|0|3564.41|0|3564.41|0|0|3564.41|17004.4|6924.82|0|700.17|7624.99|3564.41|4060.58|0|0|4060.58|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|01/17/2001|08/08/2001|DAVIDH  |01/16/2001|0      |11/07/2000|G|70|10/31/2000|12/31/2000||20639.75|455|0|5.1|460.1|0|0|460.1|0|0|460.1|21099.85|17004.4|0|0|4825.48|4825.48|0|4825.48|4895.88|0|9721.36|26725.76|4060.58|0|460.1|4520.68|4825.48|-304.8|0|-1400|1095.2|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|05/15/2001|04/19/2002|DAVIDH  |05/14/2001|6180126|05/01/2001|G|10|03/20/2001|04/16/2001||0|0|0|0|0|0|0|0|0|0|0|0|0|814.92|0|0|814.92|0|814.92|0|0|814.92|814.92|1095.2|0|0|1095.2|814.92|280.28|0|0|280.28|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|06/12/2001|04/19/2002|DAVIDH  |06/11/2001|6190226|05/15/2001|G|70|04/17/2001|06/19/2001||0|0|0|1448.4|1448.4|0|0|1448.4|0|0|1448.4|1448.4|814.92|1400|0|200|1600|0|1600|5418.93|0|7018.93|7833.85|280.28|0|1448.4|1728.68|1600|128.68|0|0|128.68|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|02/01/2002|02/04/2002|TERII   |01/31/2002|6260227|01/31/2002|A||06/19/2001|12/31/2001||0|4293.98|0|0|4293.98|0|0|4293.98|0|0|4293.98|4293.98|0|0|0|400|400|0|400|0|0|400|400|128.68|0|4293.98|4422.66|400|4022.66|0|0|4022.66|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|04/16/2002|04/22/2002|TERII   |04/15/2002|6380200|05/14/2002|P|30|01/01/2002|04/09/2002||0|580|0|0|580|3419|0|-2839|0|0|-2839|-2839|0|0|0|0|0|0|0|0|0|0|0|4022.66|0|-2839|1183.66|0|1183.66|0|0|1183.66|
NE RIGHT TO LIFE PAC|P.O. BOX 80410|I|Lincoln|NE|68501|99PAC00067|05/06/2002|05/13/2002|TERII   |05/02/2002|6400116|05/14/2002|P|10|04/10/2002|04/29/2002||-2839|400|0|0|400|0|0|400|0|0|400|-2439|0|0|0|0|0|0|0|0|0|0|0|1183.66|0|400|1583.66|0|1583.66|0|0|1583.66|
