Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID Number|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Additional Ballot Question|Report Start Date|Report End Date|Field 1|Field 2A|Field 2B|Field 2C|Field 3|Field 4A|Field 4B|Field 5|Field 6|Field 7A|Field 7B|Field 7C|Field 7D|Field 8A|Field 8B|Field 8C|Field 8D|Field 9|Field 10|Field 11|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 23|Field 24|Field 25|Field 26|Field 27|Adjustment|Total Unitemized Bills|Total Unpaid Bills|Total All Bills
PEOPLE FOR PREISTER|4522 BORMAN STREET|C|OMAHA|NE|68157-0000|99CAC00178|02/16/2007|nadc03|06/21/2004|06/21/2004|6820055|05/11/2004|P|40||04/27/2004|06/15/2004|23211.44|0|0|1400|0|0|1400|0|1400|0|0|0|0|0|0|0|0|1400|24611.44|0|0|16454.34|2114.83|0|2114.83|18569.17|21798.7|0|1400|23198.7|2114.83|21083.87|0|21083.87|0|21083.87|||||1224
PEOPLE FOR PREISTER|4522 BORMAN STREET|C|OMAHA|NE|68157-0000|99CAC00178|02/16/2007|nadc03|09/30/2004|09/30/2004|6840241|11/02/2004|G|30| |06/16/2004|09/28/2004|24611.44|2550|0|0|0|0|2550|0|2550|0|0|0|0|0|0|0|0|2550|27161.44|0|0|18569.17|9455.17|0|9455.17|28024.34|21083.87|0|2550|23633.87|9455.17|14178.7|0|14178.7|0|14178.7||0|0|0|1225
PEOPLE FOR PREISTER|4522 BORMAN STREET|C|OMAHA|NE|68157-0000|99CAC00178|02/16/2007|nadc03|10/20/2004|10/19/2004|6860068|11/02/2004|G|10| |09/29/2004|10/18/2004|27161.44|0|200|750|0|0|950|0|950|0|0|0|0|0|0|0|0|950|28111.44|0|0|28024.34|1217.94|0|1217.94|29242.28|14178.7|0|950|15128.7|1217.94|13910.76|0|13910.76|0|13910.76|||||1226
PEOPLE FOR PREISTER|4522 BORMAN STREET|C|OMAHA|NE|68157-0000|99CAC00178|02/16/2007|nadc03|01/11/2005|01/11/2005|6900047|11/02/2004|G|70| |10/19/2004|12/31/2004|28111.44|0|125|5000|0|0|5125|0|5125|0|0|0|0|0|0|0|0|5125|33236.44|0|0|29242.28|5944.14|0|5944.14|35186.42|13910.76|0|5125|19035.76|5944.14|13091.62|0|13091.62|0|13091.62||0|0|0|1227
HOPPNER FOR GOVERNOR, INC.|6606 SOUTH 34TH|C|LINCOLN|NE|68516|99CAC00184|02/16/2007|nadc03|01/04/2000|01/03/1999|5770203|11/03/1998|A|  | |01/01/1999|12/31/1999|0|0|9505|21374.63|2000|0|32879.63|3000|29879.63|0|137.3|0|137.3|0|0|0|0|30016.93|30016.93|0|0|0|28556.02|137.3|28693.32|28693.32|1811.05|0|29879.63|31690.68|28556.02|3134.66|0|3134.66|0|3134.66||0|22491.38|22491.38|1228
HOPPNER FOR GOVERNOR, INC.|6606 SOUTH 34TH|C|LINCOLN|NE|68516|99CAC00184|02/16/2007|nadc03|01/26/2001|01/25/2001||11/03/1998|A|  | |01/01/2000|12/31/2000|0|0|165.78|0|0|0|165.78|0|165.78|0|0|0|0|0|0|0|0|165.78|165.78|0|0|0|0|0|0|0|3134.66|0|165.78|3300.44|0|3300.44|0|3300.44|0|3300.44||0|22491.38|22491.38|1229
HOPPNER FOR GOVERNOR, INC.|6606 SOUTH 34TH|C|LINCOLN|NE|68516|99CAC00184|02/16/2007|nadc03|11/26/2001|11/16/2001|6220100|11/03/1998|O|FS| |01/01/2001|11/13/2001|0|0|0|0|0|0|0|3264.48|-3264.48|0|0|0|0|0|0|0|0|-3264.48|-3264.48|0|0|0|0|0|0|0|3300.44|0|-3264.48|35.96|0|35.96|0|35.96|0|35.96|||||1230
HORNER FOR SHERIFF COMMITTEE|117 N. 14th Street, P.O. Box 81|C|FORT CALHOUN|NE|68023|99CAC00185|02/16/2007|nadc03|01/28/2000|01/27/2000||11/03/1998|A||L|12/31/1999|01/31/2000|||||||||||||||||||||||||||||||||||||||||1231
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|12/07/2000|01/26/2000|5790166|05/04/2002|A|  | |01/01/1999|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150.67|0|150.67|150.67|8414.57|0|0|8414.57|150.67|8263.9|0|8263.9|0|8263.9|||||1232
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|01/31/2001|01/29/2001|6040149|05/04/2002|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8263.9|0|0|8263.9|0|8263.9|0|8263.9|0|8263.9|||||1233
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|01/31/2002|01/30/2002|6260120|01/30/2002|A|  | |01/01/2001|12/31/2001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100|0|100|100|8263.9|0|0|8263.9|100|8163.9|0|8163.9|0|8163.9|||||1234
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|04/16/2002|04/12/2002|6380123|05/14/2002|P|30| |01/01/2002|04/09/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|596.91|0|596.91|596.91|8163.9|0|0|8163.9|596.91|7566.99|0|7566.99|0|7566.99||0|0|0|1235
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|05/03/2002|05/02/2002|6390108|05/14/2002|P|10| |04/10/2002|04/29/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|596.91|0|0|0|596.91|7566.99|0|0|7566.99|0|7566.99|0|7566.99|0|7566.99|||||1236
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|06/25/2002|06/24/2002|6420031|05/14/2002|P|40| |04/30/2002|06/18/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|596.91|0|0|0|596.91|7566.99|0|0|7566.99|0|7566.99|0|7566.99|0|7566.99|||||1237
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|02/03/2003|01/30/2003|6510005|05/04/2004|A|  | |06/19/2002|12/31/2002|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7566.99|0|0|7566.99|0|7566.99|0|7566.99|0|7566.99|||||1238
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|01/29/2004|01/28/2004|6660220|11/05/2002|A|  | |01/01/2003|12/31/2003|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|69.55|0|69.55|69.55|7566.99|0|0|7566.99|69.55|7497.44|0|7497.44|0|7497.44|||||1239
FRIENDS OF DEB HOUGHTALING SARPY COUNTY CLERK|1005 Offutt Boulevard,|C|BELLEVUE|NE|68005|99CAC00186|02/16/2007|nadc03|02/01/2005|01/31/2005|7010025|05/04/2006|A|  | |01/01/2004|12/31/2004|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7497.44|0|0|7497.44|0|7497.44|0|7497.44|0|7497.44|||||1240
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|01/06/2000|01/05/2000|5770204|05/09/2002|A|  | |01/01/1999|12/31/1999|1498.62|0|0|1000|0|0|1000|1250|-250|0|0|0|0|0|0|0|0|-250|1248.62|0|0|0|200|0|200|200|1498.62|0|-250|1248.62|200|1048.62|0|1048.62|0|1048.62||0|0|0|1241
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|01/24/2001|01/23/2001||05/07/2002|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1048.62|0|0|1048.62|0|1048.62|0|1048.62|0|1048.62|||||1242
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|01/22/2002|01/16/2002|6250098|01/01/2001|A|  | |01/01/2001|12/31/2001|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1048.62|0|0|1048.62|0|1048.62|0|1048.62|0|1048.62|||||1243
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|04/15/2002|04/15/2002|6380124|05/14/2002|P|30| |12/31/2001|04/09/2002|0|0|3950|0|0|0|3950|0|3950|0|0|0|0|0|0|0|0|3950|3950|0|0|0|300.31|0|300.31|300.31|1048.62|0|3950|4998.62|300.31|4698.31|0|4698.31|0|4698.31||0|0|0|1244
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|05/06/2002|05/03/2002|6400029|05/14/2002|P|10| |04/09/2002|05/06/2002|3950|0|0|0|0|0|0|1050|-1050|0|0|0|0|0|0|0|0|-1050|2900|0|0|300.31|0|0|0|300.31|4698.31|0|-1050|3648.31|0|3648.31|0|3648.31|0|3648.31||0|0|0|1245
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|06/25/2002|06/24/2002|6420032|05/14/2002|P|40| |04/30/2002|06/18/2002|2900|0|1000|0|0|0|1000|0|1000|0|0|0|0|0|0|0|0|1000|3900|0|0|300.31|0|0|0|300.31|3648.31|0|1000|4648.31|0|4648.31|0|4648.31|0|4648.31|||||1246
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|10/02/2002|10/01/2002|6440053|11/05/2002|G|30| |06/19/2002|10/01/2002|3900|0|200|0|0|0|200|2500|-2300|0|0|0|0|0|0|0|0|-2300|1600|0|0|300.31|0|0|0|300.31|4648.31|0|-2300|2348.31|0|2348.31|0|2348.31|0|2348.31|||||1247
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|11/01/2002|10/30/2002|6460061|11/05/2002|G|10| |10/02/2002|10/21/2002|1600|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1600|0|0|300.31|749.13|0|749.13|1049.44|2348.31|0|0|2348.31|749.13|1599.18|0|1599.18|0|1599.18||0|0|0|1248
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|02/16/2007|nadc03|01/13/2003|01/10/2003|6490091|11/05/2002|G|70| |10/21/2002|12/31/2002|1600|0|0|500|0|0|500|0|500|0|0|0|0|0|0|0|0|500|2100|0|0|1049.44|0|0|0|1049.44|1599.18|0|500|2099.18|0|2099.18|0|2099.18|0|2099.18|||||1249
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|10/01/2007|nadc04|01/20/2004|01/19/2004|6660076|05/09/2006|A|||01/01/2003|12/31/2003|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|300|0|300|300|2099.18|0|0|2099.18|300|1799.18|0|1799.18|0|1799.18||0|0|0|1250
HUTCHINGS FOR COUNTY BOARD COMMITTEE|2580 South 90th Street,|C|OMAHA|NE|68124|99CAC00187|10/01/2007|nadc04|01/12/2005|01/11/2005|6900023|05/09/2006|A|||01/01/2004|12/31/2004|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|80|0|80|80|1799.18|0|0|1799.18|80|1719.18|0|1719.18|0|1719.18|||||1251
NEBRASKANS FOR JON CHRISTENSEN COMMITTEE|P.O. BOX 540621,|C|OMAHA|NE|68154|99CAC00190|02/16/2007|nadc03|03/21/2000|03/17/2000||05/12/1998|O|FS| |06/17/1998|03/15/2000|0|7036.27|47288.45|0|168.55|0|54493.27|0|54493.27|0|0|0|0|0|0|0|0|54493.27|54493.27|0|0|0|81909.35|0|81909.35|81909.35|20557.72|0|54493.27|75050.99|81909.35|-6858.36|6858.36|0|0|0||0|0|81091.12|1252
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|06/29/2010|nadc01|01/20/2000|01/20/2000|5780220|05/04/2002|A|  | |01/01/1999|12/31/1999|0|0|550|8850|0|0|9400|0|9400|0|342.72|171.38|514.1|0|0|0|0|9914.1|9914.1|0|0|0|4010.39|514.1|4524.49|4524.49|1127.58|0|9400|10527.58|4010.39|6517.19|-.53|6516.66|0|6516.66||0|0|0|1253
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|01/23/2001|01/20/2001||05/09/2002|A|  | |01/01/2000|12/31/2000|0|0|2425|17725|0|0|20150|0|20150|0|0|0|0|0|0|0|0|20150|20150|0|0|0|19669.2|0|19669.2|19669.2|6516.66|0|20150|26666.66|19669.2|6997.46|0|6997.46|0|6997.46||0|0|0|1254
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|04/01/2011|nadc01|01/24/2002|01/23/2002|6250087|05/09/2002|P|30| |01/01/2001|12/31/2001|0|535|11418|30680|0|0|42633|0|42633|0|0|0|0|0|0|0|0|42633|42633|0|0|0|14245.42|0|14245.42|14245.42|6997.46|0|42633|49630.46|14245.42|35385.04|0|35385.04|0|35385.04||0|0|0|1255
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|04/15/2002|04/13/2002|6380113|05/14/2002|P|30| |01/01/2002|04/09/2002|0|0|1905|6191|0|0|8096|0|8096|0|0|0|0|0|0|0|0|8096|8096|0|0|0|1370.21|0|1370.21|1370.21|35385.04|0|8096|43481.04|1370.21|42110.83|0|42110.83|0|42110.83||0|0|0|1256
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|05/06/2002|05/04/2002|6400018|05/14/2002|P|10| |04/10/2002|04/29/2002|50729|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50729|0|0|15615.63|761.95|0|761.95|16377.58|42110.83|0|0|42110.83|761.95|41348.88|0|41348.88|0|41348.88||0|0|0|1257
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|06/24/2002|06/21/2002|6420018|05/14/2002|P|40| |04/30/2002|06/18/2002|50729|0|175|0|0|0|175|0|175|0|0|0|0|0|0|0|0|175|50904|0|0|16377.58|448.64|0|448.64|16826.22|41348.88|0|175|41523.88|448.64|41075.24|0|41075.24|0|41075.24|||||1258
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|10/07/2002|10/04/2002|6440149|11/05/2002|G|30| |06/19/2002|10/01/2002|50904|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|50904|0|0|16826.22|9169.38|0|9169.38|25995.6|41075.24|0|0|41075.24|9169.38|31905.86|0|31905.86|0|31905.86||0|0|0|1259
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|10/28/2002|10/25/2002|6460045|11/05/2002|G|10| |10/02/2002|10/25/2002|50904|0|0|-400|0|0|-400|0|-400|0|0|0|0|0|0|0|0|-400|50504|0|0|25995.6|835.71|0|835.71|26831.31|31905.86|0|-400|31505.86|835.71|30670.15|0|30670.15|0|30670.15||0|0|0|1260
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|01/15/2003|01/14/2003|6490074|11/05/2002|G|70| |10/26/2002|12/31/2002|50504|0|60|0|0|0|60|0|60|0|0|0|0|0|0|0|0|60|50564|0|0|26831.31|7012.83|0|7012.83|33844.14|30670.15|0|60|30730.15|7012.83|23717.32|-221.14|23496.18|0|23496.18||0|0|0|1261
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|01/28/2004|01/27/2004|6660193|11/05/2002|A|  | |01/01/2003|12/31/2003|23496.18|0|0|2050|0|0|2050|0|2050|0|0|0|0|0|0|0|0|2050|25546.18|0|0|0|19846.59|0|19846.59|19846.59|23496.18|0|2050|25546.18|19846.59|5699.59|0|5699.59|0|5699.59||0|0|0|1262
CONNEALY FOR LEGISLATURE|2099 OLD HWY 118|C|DECATUR|NE|68020|99CAC00191|02/16/2007|nadc03|01/19/2005|01/16/2005|6900248|05/06/2006|A|  | |01/01/2004|12/31/2004|0|0|250|400|0|0|650|0|650|0|0|0|0|0|0|0|0|650|650|0|0|0|1009.3|0|1009.3|1009.3|5699.59|0|650|6349.59|1009.3|5340.29|0|5340.29|0|5340.29||0|0|0|1263
GEORGE COORDSEN FOR LEGISLATURE|225 N 4th Street, P.O. Box 28|C|HEBRON|NE|68370|99CAC00192|02/16/2007|nadc03|01/18/2000|01/18/2000||05/09/2002|A|  | |01/01/1999|12/31/1999|0|0|0|1575|0|0|1575|0|1575|0|0|0|0|0|0|0|0|1575|1575|0|0|0|2614.67|0|2614.67|2614.67|18334.72|0|1575|19909.72|2614.67|17295.05|0|17295.05|0|17295.05||0|0|0|1264
GEORGE COORDSEN FOR LEGISLATURE|225 N 4th Street, P.O. Box 28|C|HEBRON|NE|68370|99CAC00192|02/16/2007|nadc03|01/22/2001|01/12/2001||05/09/2002|A|  | |01/01/2000|12/31/2000|0|0|0|2350|0|0|2350|0|2350|0|0|0|0|0|0|0|0|2350|2350|0|0|0|3482.1|0|3482.1|3482.1|17295.05|0|2350|19645.05|3482.1|16162.95|0|16162.95|0|16162.95||0|0|0|1265
DOYLE FOR MUD COMMITTEE|7805 Arrowrock Drive,|C|bellevue |ne|68157|99CAC00199|02/16/2007|nadc03|05/03/2004|04/29/2004|6790132|05/11/2004|P|10| |04/07/2004|04/26/2004|50|0|1100|2450|0|0|3550|0|3550|0|0|0|0|0|0|0|0|3550|3600|0|0|25|420|0|420|445|75.29|0|3550|3625.29|420|3205.29|0|3205.29|0|3205.29||0|0|0|1266
DOYLE FOR MUD COMMITTEE|7805 Arrowrock Drive,|C|bellevue |ne|68157|99CAC00199|02/16/2007|nadc03|06/18/2004|06/17/2004|6810149|05/11/2004|P|40||04/27/2004|06/15/2004|3600|0|200|1500|0|0|1700|0|1700|0|0|0|0|0|0|0|0|1700|5300|0|0|445|0|0|0|445|3205.29|0|1700|4905.29|0|4905.29|0|4905.29|0|4905.29|||||1267
DOYLE FOR MUD COMMITTEE|7805 Arrowrock Drive,|C|bellevue |ne|68157|99CAC00199|02/16/2007|nadc03|10/04/2004|10/01/2004|6850064|11/02/2004|G|30| |06/16/2004|09/28/2004|5300|0|1450|3000|0|0|4450|0|4450|0|0|0|0|0|0|0|0|4450|9750|0|0|445|1446.62|0|1446.62|1891.62|4905.29|0|4450|9355.29|1446.62|7908.67|0|7908.67|0|7908.67||0|0|0|1268
DOYLE FOR MUD COMMITTEE|7805 Arrowrock Drive,|C|bellevue |ne|68157|99CAC00199|02/16/2007|nadc03|10/22/2004|10/21/2004|6860052|11/02/2004|G|10| |09/29/2004|10/18/2004|9750|0|2000|750|0|0|2750|0|2750|0|0|0|0|0|0|0|0|2750|12500|0|0|1891.62|7818.3|0|7818.3|9709.92|7908.67|0|2750|10658.67|7818.3|2840.37|0|2840.37|0|2840.37||0|0|0|1269
DOYLE FOR MUD COMMITTEE|7805 Arrowrock Drive,|C|bellevue |ne|68157|99CAC00199|02/16/2007|nadc03|01/10/2005|01/07/2005|6890248|11/02/2004|G|70| |10/19/2004|12/31/2004|12500|0|0|1000|0|0|1000|0|1000|0|0|0|0|0|0|0|0|1000|13500|0|0|9709.92|2094.15|0|2094.15|11804.07|2840.37|0|1000|3840.37|2094.15|1746.22|0|1746.22|0|1746.22||0|0|0|1270
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|01/28/2000|01/28/2000||05/04/2002|A|  | |01/01/1999|12/31/1999|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2249.05|0|2249.05|2249.05|7599.54|0|0|7599.54|2249.05|5350.49|0|5350.49|0|5350.49|||||1271
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|02/01/2001|01/31/2001|0      |05/04/2002|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4103.33|0|4103.33|4103.33|5350.49|0|0|5350.49|4103.33|1247.16|0|1247.16|0|1247.16||0|0|0|1272
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|01/31/2002|01/30/2002|6260099|05/14/2002|A|  | |01/01/2001|12/31/2001|0|0|1850|0|0|0|1850|0|1850|0|0|0|0|0|0|0|0|1850|1850|0|0|0|1506.52|0|1506.52|1506.52|1247.16|0|1850|3097.16|1506.52|1590.64|0|1590.64|0|1590.64||0|0|0|1273
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|04/16/2002|04/15/2002|6380118|05/14/2002|P|30| |01/01/2002|04/09/2002|0|0|7150|3550|0|0|10700|0|10700|0|0|0|0|0|0|0|0|10700|10700|0|0|1506.52|865.93|0|865.93|2372.45|1590.64|0|10700|12290.64|865.93|11424.71|0|11424.71|0|11424.71|||||1274
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|05/07/2002|05/06/2002|6400023|05/14/2002|P|10| |04/10/2002|04/29/2002|10700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10700|0|0|2372.45|900|0|900|3272.45|11424.71|0|0|11424.71|900|10524.71|0|10524.71|0|10524.71||0|0|0|1275
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|06/27/2002|06/25/2002|6420022|05/14/2002|P|30| |04/30/2002|06/18/2002|10700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10700|0|0|3272.45|745.73|0|745.73|4018.18|10524.71|0|0|10524.71|745.73|9778.98|0|9778.98|0|9778.98|||||1276
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|10/08/2002|10/07/2002|6440154|11/05/2002|G|30| |06/19/2002|10/01/2002|10700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10700|0|0|2511.66|770.45|0|770.45|3282.11|9778.98|0|0|9778.98|770.45|9008.53|0|9008.53|0|9008.53|||||1277
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|10/29/2002|10/28/2002||11/05/2002|G|10| |10/02/2002|10/21/2002|10700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10700|0|0|3282.11|797.99|0|797.99|4080.1|9008.53|0|0|9008.53|797.99|8210.54|0|8210.54|0|8210.54|||||1278
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|01/13/2003|01/11/2003||11/05/2002|G|70| |10/22/2002|12/31/2002|10700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10700|0|0|4080.1|706.54|0|706.54|4786.64|8210.54|0|0|8210.54|706.54|7504|0|7504|0|7504|||||1279
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|01/30/2004|01/29/2004||01/29/2004|A|  | |01/01/2003|12/31/2003|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2253.85|0|2253.85|2253.85|7504|0|0|7504|2253.85|5250.15|0|5250.15|0|5250.15||0|0|0|1280
COMMITTEE TO ELECT TOM DOYLE|6730 SOUTH 91ST AVENUE,|C|OMAHA|NE|68127|99CAC00200|02/16/2007|nadc03|01/31/2005|01/30/2006||05/09/2006|A|||01/01/2005|12/31/2005|0|0|4550|6450|0|0|11000|0|11000|0|1000|1000|2000|0|0|0|0|13000|13000|0|0|0|1880.93|2000|3880.93|3880.93|5250.15|0|11000|16250.15|1880.93|14369.22|0|14369.22|0|14369.22|||||1281
DUNNING FOR SHERIFF|15548 ARBOR STREET|C|OMAHA|NE|68144|99CAC00201|02/16/2007|nadc03|01/25/2000|01/24/2000||05/14/2002|A|  | |01/01/1999|12/31/1999|0|0|0|0|0|71.73|71.73|0|71.73|0|0|0|0|0|0|0|0|71.73|71.73|0|0|0|381.98|0|381.98|381.98|25046.14|0|71.73|25117.87|381.98|24735.89|-18000|6735.89|18000|24735.89|||||1282
DUNNING FOR SHERIFF|15548 ARBOR STREET|C|OMAHA|NE|68144|99CAC00201|02/16/2007|nadc03|02/01/2001|01/31/2001|0      |05/14/2002|A|  | |01/01/2000|12/31/2000|0|0|0|0|0|1232.63|1232.63|0|1232.63|0|0|0|0|0|0|0|0|1232.63|1232.63|0|0|0|875|0|875|875|6735.89|0|1232.63|7968.52|875|7093.52|-1102.42|5991.1|19102.42|25093.52||0|0|0|1283
DUNNING FOR SHERIFF|15548 ARBOR STREET|C|OMAHA|NE|68144|99CAC00201|02/16/2007|nadc03|01/29/2002|01/28/2002|6260103|05/14/2002|A|  | |01/01/2001|12/31/2001|0|0|14010|3200|0|1259.22|18469.22|0|18469.22|0|68|0|68|0|0|0|0|18537.22|18537.22|0|0|0|9169.81|68|9237.81|9237.81|5991.1|0|18469.22|24460.32|9169.81|15290.51|19102.42|34392.93|0|34392.93||0|0|0|1284
