Committee Name|Committee ID|Date Received|Transaction Date|Amount|Nature of Transaction|Description|Expense Category
TRUCKERS PAC|99PAC00093|01/29/2002|12/31/2001|27.41|A|DECEMBER                                |025
TRUCKERS PAC|99PAC00093|01/24/2003|09/30/2002|241.9|A|INTEREST EARNED                         |025
TRUCKERS PAC|99PAC00093|01/30/2004|12/31/2003|154.13|A|INTEREST EARNED                         |025
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|04/26/2000|04/24/2000|1800| |RETURN $1800 FROM SEN QUANDAL           |025
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|10/24/2000|10/19/2000|1489.37|P|POLLING OF LEGISLATIVE RACES FOR IN-HOUS|025
NE CHAMBER OF COMMERCE & INDUSTRY PAC|99PAC00097|10/24/2000|10/11/2000|500|C|RETURN OF FUNDS EXPENDED TO SEN DAN LYNC|025
NE ASSOCIATION OF NURSE ANESTHETISTS PAC|99PAC00100|01/31/2000|03/16/1999|21.45|P|DEPOSIT TICKETS PRINTED                 |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|04/07/2000|10/27/1998|250|A|RON RAIKES FOR LEGISLATURE, CANCELLED   |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|04/07/2000|08/06/1998|100|A|MIKE JOHANNS FOR GOVERNOR, CANCELLED    |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|06/14/2000|05/31/2000|.03|A|CORRECTION FOR BANK ERROR ON DEPOSIT    |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|06/14/2000|06/13/2000|270|A|TOTAL OF $270 DONATIONS REPORTED TWICE  |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|BRUNING FOR LEGISLATURE - CK RETURNED   |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|11/15/1999|25|C|CUDABACK FOR LEGISLATURE - CK RETURNED  |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|DICKEY FOR LEGISLATURE-CK RETURNED      |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|1000|C|HEWITT FOR LEGISLATURE-CK RETURNED      |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|CUNNINGHAM FOR LEGIS-CK RETURNED        |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|JANSSEN FOR LEGIS-CK RETURNED           |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|500|C|PEDERSEN FOR LEG-CK RETURNED            |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|100|C|WICKERSHAM FOR LEG-CK RETURNED          |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|BRESLOW FOR REGENTS-CK RETURNED         |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|04/19/2001|1000|C|MATZKE FOR LEGISLATURE - CK RETURNED    |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|500|C|LYNCH FOR LEGISLATURE - CK RETURNED     |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|1000|C|AGUILAR FOR LEGISLATURE - CK RETURNED   |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|HARTNETT FOR LEGISLATURE - CK RETURNED  |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/16/2001|10/12/2000|200|C|RAIKES FOR LEGISLATURE - CK RETURNED    |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/18/2002|01/01/2001|500|A|REDFIELD FOR LEGIS- WRITE OFF NEVER CASH|025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/18/2002|10/12/2000|200|A|MATZKE FOR REGENT- CHECK NEVER CASHED, W|025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/17/2003|11/07/2002|250|C|CHECK RETURNED                          |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/17/2003|11/07/2002|500|U|CHECK RETURNED                          |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/17/2003|11/02/2002|250|C|CHECK RETURNED                          |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/20/2005|11/03/2004|500|C|CORNETT CHECK RETURNED                  |025
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/20/2005|11/03/2004|1000|C|LANGEMEIER CHECK RETURNED               |025
NE ACTION COMMITTEE FOR RURAL ELECTRIFICATION PAC|99PAC00103|04/10/2000|02/24/2000|62.9|A|COST OF CHECK FOR ACRE ACCOUNT          |025
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|01/31/2000|01/12/1999|1000| |RETURNED CONTRIBUTION-RAIKES            |025
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|10/10/2000|07/21/2000|500|C|BRUNING FOR LEGISLATURE                 |025
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|10/10/2000|07/28/2000|1000|C|DWITE PEDERSEN FOR LEGISLATURE          |025
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|99PAC00104|10/26/2004|10/18/2004|3000|C|CHECK ISSUED TO CORNETT COMM RETURNED   |025
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|01/05/2001|10/25/2000|500|C|SEN DAN LYNCH RTD CONTRIB DATED 8-23-00 |025
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|01/05/2001|10/25/2000|1000|C|SEN DIANNA SCHIMEK RETD CONTRIB 8-23-00 |025
NE CERTIFIED PUBLIC ACCOUNTANTS|99PAC00105|10/28/2002|10/15/2002|300|C|CONNEALY FOR LEGISLATURE                |025
NE CREDIT UNION LEAGUE PAC|99PAC00106|01/28/2004|10/09/2003|137.5|A|INADVERTENT TRANSFER TO FEDERAL PAC     |025
NE CREDIT UNION LEAGUE PAC|99PAC00106|01/28/2004|08/28/2003|183.5|A|INADVERTENT TRANSFER TO FEDERAL PAC     |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|01/21/2000|12/13/1999|1000|U|LOWELLC JOHNSON FOR PSC HAS NOT GOT CHEC|025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/07/2000|03/24/2000|1000| |LOWELL JOHNSON FOR PSC                  |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|05/01/2000|04/20/2000|1500|U|DIANNA SCHIMEK FOR LIGISLATURE          |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|05/01/2000|04/24/2000|2500|R|SHELLEY KIEL FOR CONGRESS               |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|10/10/2000|09/29/2000|2000|U|CHIP MAXWELL FOR LEGISLATURE            |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|10/26/2000|10/13/2000|150|C|BOB KELLY FOR LEGISLATURE               |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|10/26/2000|10/16/2000|1000|U|DOUG CUNNINGHAM FOR LEGISLATURE         |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|10/26/2000|10/20/2000|1000|U|MCDONALD FOR LEGISLATURE                |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|01/10/2001|11/02/2000|1000|C|DOUG CUNNINGHAM FOR LEG PO BOX 713 WAUSA|025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|03/23/2001|03/15/2001|240|U|WASHINGTON COUNTY DEMOCRATIC PARTY      |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|05/04/2001|04/05/2001|2500|U|MICHAEL FAHEY FOR MAYOR                 |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|05/04/2001|04/06/2001|5000|U|NE DEMOCRATIC PARTY                     |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/12/2002|03/26/2002|1000|U|KOVARIK FOR LEGIS                       |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/12/2002|04/01/2002|2000|U|ANNE BOYLE FOR PSC                      |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/12/2002|04/04/2002|1500|U|ROD JOHNSON FOR PSC                     |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/12/2002|03/07/2002|650|U|NEBRASKA DEMOCRATIC PARTY               |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|04/12/2002|04/06/2002|1000|U|NEBRASKA DEMOCRATIC PARTY               |025
NE STATE TRANSPORTATION POLITICAL EDUCATION|99PAC00108|05/06/2003|04/07/2003|1300|C|ANNE BOYLE FOR PUBLIC SERVICE COMMISSION|025
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|06/14/2000|05/12/2000|1000| |KERREY FOR US SENATE - RETURN           |025
AMERITAS LIFE INSURANCE CORP PAC|99PAC00119|01/07/2002|07/26/2001|7500|U|LTR OF INTENT TO JOHANNS FOR GOVERNOR   |025
FRIENDS OF HEWITT|99PAC00122|01/05/2001|12/28/2000|448.09|A|JUVENILE DIABETES FOUNDATION            |025
GRAND ISLAND FIRE PAC|99PAC00127|01/14/2003|12/31/2002|6.36|R|REFUND TO RA-FAZ GRAND ISLAND FIRE PAC  |025
GRAND ISLAND FIRE PAC|99PAC00127|01/14/2003|11/01/2002|1193.25|P|G.I. INDEPENDENT  MEYER/BROWN AD        |025
GRAND ISLAND FIRE PAC|99PAC00127|01/14/2003|12/31/2002|9.42|R|REFUND TO MARK FHURERE GRAND ISLAND FIRE|025
GRAND ISLAND FIRE PAC|99PAC00127|06/21/2004|05/10/2004|1738.04|P|RINDER PRINTING-GI INDEPENDENT-1/2 CENT |025
NE FRATERNAL ORDER OF POLICE|99PAC00130|02/04/2004|01/01/2003|16.75|A|ORDERED CHECKS                          |025
NE FRATERNAL ORDER OF POLICE|99PAC00130|02/04/2004|01/30/2003|5.2|A|BANK CHARGE                             |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|06/16/2003|1992.58|A|FORWARD MONIES DESIGNATED AND COLLECTED |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|07/11/2003|982.68|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|08/12/2003|918.33|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|09/18/2003|1037.22|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|10/15/2004|957.13|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|12/18/2003|2187.58|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|02/17/2004|1757.13|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2004|03/25/2004|844.66|A|                                        |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/21/2004|06/04/2004|2845.41|A|FORWARD MONIES DESIGNATED AND COLLECTED |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/05/2004|07/20/2004|1006.04|A|MONEY DESIGNATED FOR INTERNATIONAL PAC  |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/05/2004|08/10/2004|929.25|A|MONEY DESIGNATED FOR INTERNATIONAL PAC  |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/05/2004|09/28/2004|963.76|A|MONEY DESIGNATED FOR INTERNATIONAL PAC  |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|10/26/2004|10/06/2004|200|C|RETURNED DONATION FROM MELISSA GARDNER  |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/11/2005|10/30/2004|972.9|A|FORWARD MONIES DESIGNATED AND COLLECTED |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/11/2005|11/23/2004|864.05|A|FOR INTERNATIONAL PAC FUND              |025
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|01/11/2005|12/30/2004|941.87|A|FORWARD MONIES DESIGNATED AND COLLECTED |025
LINCOLN NEIGHBORHOOD COALITION|99PAC00132|06/17/2003|05/03/2003|1250|E|NEWSPAPER AD IN   LINCOLN JOURNAL STAR  |025
LINCOLN NEIGHBORHOOD COALITION|99PAC00132|06/17/2003|04/24/2003|4380|E|RADIO AIR TIME   BROADCAST HOUSE        |025
NUCOR CORPORATION PAC OF NEBRASKA|99PAC00134|06/21/2004|06/15/2004|1425|I|LEGAL FEE'S, NUCOR CORP.>MOORE & VAN AL |025
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|03/23/2005|03/09/2005|25|P|reimbursed Pat  Shafer for CD of Voter |
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|05/04/2005|04/20/2005|14.99|P|Bank Service Charge|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|05/03/2005|03/31/2005|300|P|Postal Service , Postage Meter Refill|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/25/2005|04/13/2005|500|U|danek for district 1|
NE STATE EDUCATION ASSOCIATION PAC|99PAC00069|04/25/2005|03/22/2005|242.7|R||
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|05/03/2005|04/05/2005|450|P|State of NE Late Filing Fee NADC|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|06/10/2005|05/23/2005|5|A|Bank Service Fee|
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|06/17/2005|05/20/2005|15.76|A|bank service charge|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|05/03/2005|05/02/2005|240|P|educational mailing|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|05/03/2005|04/29/2005|10|P|wire transfer|
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|06/17/2005|06/07/2005|500|C|check returned from Landis for PSC|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|06/20/2005|05/31/2005|10|P|wire transfer fees for may|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/30/2005|05/26/2005|-3268.81|A|forward monies to international pac|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/30/2005|06/08/2005|-1093.49|A|forward monies to international pac|
NE INSURANCE AND FINANCIAL ADVISORS PAC|99PAC00030|01/11/2005|12/31/2004|500|C|Comm to Elect Leo Pat Engel- check lost|
NE INSURANCE AND FINANCIAL ADVISORS PAC|99PAC00030|01/11/2005|12/31/2004|500|C|Raikes for Legislature - check lost|
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|11/30/2005|08/31/2005|3|A|bank service charge|
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|11/30/2005|06/20/2005|15.51|A|bank service charge|
AQUILA, INC EMPLOYEE STATE PAC|99PAC00078|11/30/2005|07/20/2005|15.4|A|bank service charge|
NE DENTAL PAC|99PAC00053|01/12/2006|04/26/2005|2600|A|Refund to ADPAC for contributions|
NE MEDICAL PAC|99PAC00058|02/01/2006|04/07/2005|99|R|gage co medical clinic for physican cont|
NE OPTOMETRIC ASSOCIATION PAC|99PAC00061|01/18/2006|12/31/2005|6918.67|A|Amount collected on behalf of Nat. Org.|
NE BANKERS STATE PAC|99PAC00041|01/20/2006|02/24/2005|30|A|State Income tax liability|
NE FUNERAL DIRECTORS ASSOCIATION PAC|99PAC00139|01/19/2006|01/01/2005|9.5|A|check order charge 12/31/2004|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/06/2006|01/27/2006|55.2|P|federal income tax|
NE COLLECTORS ASSOCIATION PAC|99PAC00047|01/25/2006|07/22/2005|200|N|receipt from member|
NE CATTLEMEN INC NC STATE PAC|99PAC00043|01/26/2006|03/03/2005|25|P|Late reporting fee|
CENTURYLINK NEBRASKA PAC|99PAC00087|02/01/2006|11/28/2005|200|A|mike friend 4-6-04 never cashed|
CENTURYLINK NEBRASKA PAC|99PAC00087|02/01/2006|11/28/2005|200|A|brumbaugh on 4-6-04 never cashed|
CARE PAC|99PAC00016|01/31/2006|04/11/2005|162|R|famc requested a refund of contribution|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/31/2006|06/22/2005|1000|C|langemeier for legislature check returne|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/31/2006|06/22/2005|10|R|nu farm ammerica refund of donation|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/31/2006|06/22/2005|10|R|pcs sales refund of donation|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/31/2006|08/15/2005|10|R|bill murphy refund of donation|
NAPE/AFSCME PEOPLE PAC|99PAC00035|01/31/2006|12/31/2005|60|A|5.00 service charge for 2005|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refund of contribution pamela s anderson|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|55|R|refund contribution judith a. axtman|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|110|R|refund contribution john a baumhover|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refund contribution caren l cantrell|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|110|R|refund of contributions douglas w. evans|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|25|R|refund contribution gail e franzen|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|07/14/2005|-1017.2|A|monies for international pac fund|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|25|R|refund of contribution donald w griffith|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|150|R|refund of contribution john j griffith|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund of contribution barbara d harmm|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund of contribution stephen s heady|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution christine l.hensley|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|110|R|refund contribution sharon k. herndon|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refdund contribution travis hicks|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|25|R|refund contribution sandra d jones|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|170|R|refund contribution geary l. kinnett|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refund contribution suzanne e kirk|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refund contribution paul m lamoureaux|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|440|R|refund contribution roger l. lewis|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|250|R|refund contribution gary l matter|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund contribution james r may|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund contribution pamela m mcintyre|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution daniel u meese|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|435|R|refdund contribution john s morris|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refund contribution william w osborn|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution rick a pratt|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|35|R|refdund contribution philip j randell|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|08/19/2005|-1116.17|A|monies for international pac fund|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|220|R|refund contribution dennis r zimmerman|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|240|R|refund contribution e michael alcott|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|55|R|refund contribution emily e weist|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|09/20/2005|-1102.82|A|monies for international fund|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|10/25/2005|-1347.04|A|monies for international pac fund|
NE PETROLEUM PAC|99PAC00062|02/01/2006|12/31/2005|700|I|Office Space to Gale for Secretary of St|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|12/28/2005|-1470.53|A|monies for international pac fund|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|07/14/2005|-250|A|late fees|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|10/04/2005|-37.22|R|jason pinchot|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|12/29/2005|-77.61|R|joshua ross|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/06/2006|01/25/2006|5|A|bank service charge|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/06/2006|01/27/2006|8.8|P|state income tax|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/06/2006|02/23/2006|5|A|bank service charge|
LINCOLN EDUCATION ASSOCIATION (LEA PAC)|99PAC00031|04/06/2006|03/22/2006|5|A|bank service charge|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|01/07/2005|12/31/2004|3200|C|Knudsen return -cash not received yet|
METROPOLITAN OMAHA BUILDERS ASSOCIATION PAC|99PAC00032|03/07/2005|01/05/2005|3200|C|Knudsen return -cash received this pd.|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|04/08/2005|02/24/2005|1777.64|A|FORWARD MONIES DESIGNATED & COLLECTED|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|05/03/2005|03/31/2005|10|P|Wire transfer fee, Great Western Bank|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/03/2005|04/07/2005|1000|A|1000.00 to lonergan duplicated|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/11/2006|12/31/2005|93.4|P|Great Western Bank wire transfer fees|
IRON WORKERS LOCAL UNION #21 LEGISLATIVE FUND|99PAC00029|01/11/2006|08/22/2005|68|P|NE Dept of Revenue|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|06/30/2005|06/14/2005|162.9|A|Banking recording error|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|05/03/2005|04/07/2005|500|A|500.00 to werner duplicated|
NE DENTAL PAC|99PAC00053|01/12/2006|12/31/2005|36|P|Monthly bank fees|
MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|99PAC00034|01/27/2006|05/01/2005|1500|C|Leadership PAC - refund federal contribu|
NE COLLECTORS ASSOCIATION PAC|99PAC00047|01/25/2006|07/17/2005|250|N|receipt from  member|
MUTUAL OF OMAHA COMPANIES PAC (IMPAC)|99PAC00034|01/27/2006|01/15/2005|2500|C|J.O.E. PAC refund federal contribution|
NE MEDICAL PAC|99PAC00058|02/01/2006|07/06/2005|396|R|north platte orthopedic & port medicine|
NE MEDICAL PAC|99PAC00058|02/01/2006|12/30/2005|99|R|david poage m.d.|
BUSINESS & AGRICULTURE SOCIETY FOR EDUCATION (BASE|99PAC00102|01/31/2006|01/21/2005|250|C|dave heineman check returned|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|150|R|refund contribution to mary j. cox|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|750|R|refund of contribu william a. fitzgerald|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|550|R|refund cont william t fitzgerald|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|50|R|refund cont lauretta a fleischman|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|100|R|refund contribution carole m frank|
COMMERCIAL FEDERAL PAC|99PAC00019|02/01/2006|10/20/2005|232|R|refund contribution hal a garyn|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|12/31/2005|500|A|ending cash balance adjustment|
STEAMFITTERS AND PLUMBERS LU 464 PAC FUND|99PAC00131|02/01/2006|11/09/2005|-1346.99|A|monies for international pac fund|
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/10/2006|02/20/2006|52.62|I|Radcliffe & Associates - Hansen/Price|
NE BANKERS STATE PAC|99PAC00041|01/20/2006|07/29/2005|750|C|jerry ryan returned check|
NE FARM BUREAU FEDERATION PAC|99PAC00055|10/30/2006|10/06/2006|5104|E|exp-Three Eagles Comm-radio ads Senkbile|
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/10/2006|03/22/2006|49.51|I|Radcliffe & Associates - Engel/Jarecke|
NE FARM BUREAU FEDERATION PAC|99PAC00055|04/10/2006|03/31/2006|71.41|I|Ruth Mueller & Robak LLC - Fischer/Flood|
