ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
1437|Bailey Lauerman & Associates|May|06/10/1999|07/15/1999|$300.00|REDUCED|$0.00|08/10/1999||
1440|Caseyco, Inc.|April|05/10/1999|07/20/1999|$300.00|REDUCED|$0.00|08/10/1999||
1441|Inacom Corp.|October|11/10/1998|07/23/1999|$300.00|PAID|||08/19/1999|
1442|Nebraska Furniture Mart|April|05/10/1999|07/22/1999|$300.00|REDUCED|$0.00|08/10/1999||
1443|Nebraska Wine & Spirits, Inc.|February|03/10/1999|07/21/1999|$300.00|REDUCED|$0.00|08/10/1999||
1444|Larry Price & Associates, Inc.|February|03/10/1999|07/19/1999|$300.00|REDUCED|$0.00|08/10/1999||
1445|Sinclair Hille & Associates, Inc.|April|05/10/1999|07/20/1999|$300.00|REDUCED|$0.00|08/10/1999||
1446|Utilicorp United|March|04/12/1999|07/22/1999|$300.00|PAID|||08/30/1999|
1447|Kelley, Lehan & Hall, PC|January|05/10/1999|05/11/1999|$10.00|PAID|||07/07/1999|
1448|RDG Schutte Wilscam Birge, Inc.|May|06/10/1999|07/29/1999|$300.00|PAID|||07/29/1999|
1449|A -R Advertising|November|12/10/1998|08/03/1999|$300.00|REDUCED|$0.00|08/23/1999||
1450|Associoated General Contractors|March|04/12/1999|08/04/1999|$300.00|REDUCED|$0.00|08/23/1999||
1451|United Forwarding|August|09/10/1998|08/12/1999|$300.00|REDUCED|$0.00|08/23/1999||
1452|Anderson Motors, Inc.|January|02/10/1999|08/13/1999|$300.00|REDUCED|$0.00|08/26/1999||
1453|IBP|January|02/10/1999|08/09/1999|$300.00|REDUCED|$0.00|08/26/1999||
1454|Sand Livestock Systems|February|03/10/1999|08/09/1999|$300.00|PAID|||08/26/1999|
1455|Blackman Business Systems|September|10/10/1998|09/02/1999|$300.00|RED/PAID|$10.00|09/29/1999|09/28/1999|
1456|GWR Financial, Inc.|December|01/10/1999|09/03/1999|$300.00|REDUCED|$0.00|09/23/1999||
1457|Lincoln Association of Plumbing, Heating & Cooling Contractors|April|05/10/1999|08/31/1999|$300.00|REDUCED|$0.00|09/23/1999||
1458|Zaiss & Company|November|12/10/1998|09/02/1999|$300.00|RED/PAID|$10.00|09/29/1999|09/28/1999|
1460|Fay Air|October|11/10/1998|09/10/1999|$300.00|PAID|||09/28/1999|
1461|BryanLGH Medical Center|August|09/10/1999|09/17/1999|$175.00|REDUCED|$0.00|09/24/1999||
1462|R.C. Krueger Development, Inc.|August|09/10/1999|09/16/1999|$150.00|RED/PAID|$20.00|09/24/1999||
1463|Osborn, T.J. Construction, Inc.|August|09/10/1999|09/16/1999|$150.00|RED/PAID|$25.00|09/29/1999|09/28/1999|
1464|Piedmont Construction Company, Inc.|August|09/10/1999|09/15/1999|$125.00|REDUCED|$0.00|09/24/1999||
1465|Ridge Development Company|August|09/10/1999|09/17/1999|$175.00|PAID|||10/07/1999|
1466|DCM|October|11/10/1998|09/13/1999|$300.00|REDUCED|$0.00|12/15/1999||
1467|Floors, Inc.|August|09/10/1999|09/14/1999|$100.00|REDUCED|$0.00|09/29/1999||
1468|Green Furnace & Plumbing Company, Inc.|August|09/10/1999|09/15/1999|$125.00|RED/PAID|$25.00|10/01/1999|10/01/1999|
1469|INSPRO, Inc.|August|09/10/1999|09/15/1999|$125.00|REDUCED|$0.00|09/29/1999||
1470|Professional Business Products, Inc.|August|09/10/1999|09/16/1999|$150.00|REDUCED|$0.00|11/03/1999||
1471|Evans, Lipka & Associates, Inc.|March|04/12/1999|09/20/1999|$300.00|REDUCED|$0.00|10/04/1999||
1473|IBP, Inc.|October|11/10/1998|09/13/1999|$300.00|PAID|||09/13/1999|
1474|Omaha Police Union Local 101|January|10/10/1999|10/29/1999|$425.00|PAID|||11/24/1999|
1478|DuTeau Chevrolet Company|September|10/12/1999|10/15/1999|$75.00|PAID|||01/11/2000|
1481|Kirkpatrick, Pettis, Smith & Polian, Inc.|October|11/10/1998|10/14/1999|$300.00|PAID|||10/14/1999|
1485|The Benefit Group|April|05/10/1998|11/18/1999|$300.00|PAID|||12/22/1999|
1486|Weathercraft Company of Lincoln|October|11/10/1999|11/24/1999|$350.00|REDUCED|$0.00|12/15/1999||
1488|Cornhusker Bank|September|10/11/1999|11/23/1999|$750.00|PAID|||12/27/1999|
1489|Chief Industries, Inc.|December|01/10/1998|08/23/1999|$300.00|REDUCED|$0.00|12/16/1999||
1490|Kawasaki Motors Manufacturing Corporation, USA|September|10/11/1999|11/30/1999|$750.00|REDUCED|$0.00|01/10/2000||
1492|United Airlines|October|11/10/1999|11/29/1999|$475.00|REDUCED|$0.00|12/17/1999||
1494|Saint Elizabeth Regional Medical Center|September|10/11/1999|11/29/1999|$750.00|REDUCED|$0.00|12/17/1999||
1495|Journal Star Printing Company|October|11/10/1999|11/24/1999|$350.00|PAID|||01/13/2000|
1496|Union Bank & Trust Company|October|11/10/1999|11/18/1999|$200.00|PAID|||01/13/2000|
1497|Lincoln Benefit Life Company|October|11/10/1999|01/03/2000|$750.00|PAID|||01/03/2000|
1498|Park Place Pontiac, Cadillac, GMC, Inc.|November|12/10/1999|12/27/1999|$425.00|REDUCED|$0.00|02/23/2000||
1499|First National Bank of Scottsbluff|October|11/10/1999|01/06/2000|$750.00|REDUCED|$0.00|01/19/2000||
1501|Twin Cities Development Association|September|10/12/1999|01/04/2000|$750.00|RED/PAID|$25.00|02/23/2000|02/23/2000|
1503|U.S. Bank National Association|October|11/10/1999|01/06/2000|$750.00|REDUCED|$0.00|01/19/2000||
1504|Valley Bank & Trust Co.|July|08/10/1999|01/12/2000|$300.00|REDUCED|$0.00|02/08/2000||
1505|Cox Communications|December|01/10/2000|01/12/2000|$50.00|REDUCED|$0.00|11/08/2000||
1506|Sykes Enterprises, Inc.|October|11/10/1999|01/20/2000|$750.00|REDUCED|$0.00|02/08/2000||
1507|Orcom Solutions, Inc.|November|12/10/1999|01/21/2000|$750.00|REDUCED|$0.00|02/08/2000||
1508|Lincoln Surgical Group|January|08/10/1999|01/21/2000|$300.00|REDUCED|$0.00|02/08/2000||
1509|Jenny Foundation|March|04/10/1999|01/28/2000|$300.00|RED/PAID|$10.00|02/16/2000|02/16/2000|
1510|Van Steenberg Law Firm|September|10/10/1999|01/27/2000|$750.00|REDUCED|$0.00|02/11/2000||
1512|Miller Brewing Company|December|01/10/2000|01/31/2000|$525.00|REDUCED|$0.00|02/23/2000||
1513|Lueder Construction Company|December|01/10/2000|02/01/2000|$550.00|RED/PAID|$25.00|03/14/2000|03/14/2000|
1514|Clawson Associates, P.C.|April|05/10/1999|02/07/2000|$300.00|REDUCED|$0.00|02/23/2000||
1515|Clawson Associates, P.C.|June|07/10/1999|02/10/2000|$300.00|REDUCED|$0.00|02/23/2000||
1517|Dave Janke Plumbing Co., Inc.|January|10/10/1999|02/16/2000|$750.00|REDUCED|$0.00|03/08/2000||
1518|Cubby's, Inc.|April|05/10/1999|02/24/2000|$300.00|RED/PAID|$25.00|03/07/2000|03/07/2000|
1519|Darland Corporation|March|04/10/1999|02/23/2000|$300.00|REDUCED|$0.00|03/02/2000||
1520|Cizek Homes|April|05/10/1999|02/22/2000|$300.00|REDUCED|$0.00|03/02/2000||
1521|Leo A. Daly Company|April|05/10/1999|02/25/2000|$300.00|REDUCED|$0.00|03/02/2000||
1522|Valmont Industries, Inc.|April|05/10/1999|02/24/2000|$300.00|PAID|||05/26/2000|
1523|Vann Realty Company|April|05/10/1999|02/22/2000|$300.00|RED/PAID|$25.00|03/07/2000|03/07/2000|
1524|Vann Realty Company|August|09/10/1999|02/22/2000|$750.00|RED/PAID|$25.00|03/07/2000|03/07/2000|
1525|BHI Investment Company|April|05/10/1999|02/25/2000|$300.00|REDUCED|$0.00|03/02/2000||
1526|MidAmerican Energy Holdings Company|October|11/10/2000|02/03/2000|$750.00|REDUCED|$0.00|03/10/2000||
1527|Modern Equipment Company|June|07/10/1999|02/27/2000|$300.00|REDUCED|$0.00|03/15/2000||
1528|Simmonds Restaurant Management, Inc.|May|05/10/1999|03/03/2000|$300.00|REDUCED|$0.00|03/15/2000||
1529|First Commerce Bancshares, Inc.|October|11/10/1999|03/16/2000|$750.00|PAID|||03/16/2000|
1530|Utilicorp United|June|07/10/1999|02/28/2000|$300.00|PAID|||04/24/2000|
1531|PSI Group, Inc.|April|05/10/1999|03/06/2000|$300.00|REDUCED|$0.00|03/20/2000||
1532|PFP Marketing Company|December|01/10/2000|03/06/2000|$750.00|REDUCED|$0.00|03/20/2000||
1533|Mid-Beatrice Development, Inc.|September|10/10/1999|03/09/2000|$750.00|REDUCED|$0.00|03/20/2000||
1534|MCI WorldCom, Inc.|November|12/10/1999|03/09/2000|$750.00|REDUCED|$0.00|03/20/2000||
1535|Kraft Foods, Inc.|November|12/10/1999|03/08/2000|$750.00|REDUCED|$0.00|03/20/2000||
1536|Kraft Foods, Inc.|December|01/10/2000|03/08/2000|$750.00|REDUCED|$0.00|03/20/2000||
1537|Hoich Enterprises, Inc.|April|05/10/1999|03/08/2000|$300.00|REDUCED|$0.00|03/20/2000||
1538|Wilkinson Development, Inc.|February|03/10/2000|03/17/2000|$175.00|REDUCED|$0.00|03/27/2000||
1539|Tenaska|February|03/10/2000|03/16/2000|$150.00|PAID|||03/31/2000|
1540|S S F Resources|February|03/10/2000|03/13/2000|$75.00|REDUCED|$0.00|04/05/2000||
1542|Complete Eye Care Associates|February|03/10/2000|03/13/2000|$75.00|REDUCED|$0.00|04/05/2000||
1543|Mega Corporation, The|December|01/10/1999|03/14/2000|$300.00|RED/PAID|$10.00|04/05/2000|04/03/2000|
1544|Utilicorp United|October|11/10/1999|03/20/2000|$750.00|PAID|||04/24/2000|
1545|Liberty Title & Escrow, Inc.|November|12/10/1999|03/22/2000|$750.00|REDUCED|$0.00|04/19/2000||
1546|Mundy & Associates, Inc.|October|09/10/1999|04/05/2000|$750.00|PAID|$25.00|05/02/2000|05/01/2000|
1547|American Title Services, Inc.|November|12/10/1999|04/07/2000|$750.00|REDUCED|$0.00|04/25/2000||
1548|United Airlines|November|12/10/1998|03/29/2000|$300.00|RED/PAID|$10.00|05/15/2000|05/15/2000|
1549|PennField oil Company|January|02/10/1999|03/29/2000|$300.00|PAID|||06/19/2000|
1553|Lease Team, Inc.|March|04/10/2000|04/13/2000|$75.00|REDUCED|$0.00|05/11/2000||
1554|North Platte Chamber of Commerce|February|03/10/2000|04/10/2000|$750.00|PAID||04/25/2000|08/17/2000|
1555|Simpson Supply, Inc.|December|01/10/1999|04/14/2000|$300.00|REDUCED|$0.00|04/25/2000||
1556|Swartzbaugh, Farber & Associates|March|04/10/2000|04/14/2000|$100.00|REDUCED|$0.00|05/11/2000||
1557|Terry McGill, Inc.|March|04/10/2000|04/13/2000|$75.00|REDUCED|$0.00|05/11/2000||
1558|Central States Health & Life|March|04/10/2000|04/18/2000|$200.00|REDUCED|$0.00|05/25/2000||
1559|Home Instead|February|03/10/2000|04/18/2000|$750.00|REDUCED|$0.00|05/25/2000||
1561|Kirkpatrick Pettis|March|04/10/2000|04/19/2000|$225.00|PAID|||06/01/2000|
1562|Millard Lumber, Inc.|March|04/10/2000|04/19/2000|$225.00|REDUCED|$0.00|05/09/2000||
1563|World of Wheels|March|04/10/2000|04/19/2000|$225.00|REDUCED|$0.00|05/25/2000||
1564|Great Plains Communications|August|09/10/1999|04/25/2000|$750.00|PAID|||05/18/2000|
1565|American Communications Group, Inc.|August|09/10/1999|04/25/2000|$750.00|PAID|||05/12/2000|
1566|Archer Daniels Midland Company|July|08/10/1999|05/09/2000|$300.00|PAID|||05/09/2000|
1567|Millard Drywall Services|March|04/10/2000|05/05/2000|$625.00|REDUCED|$0.00|05/23/2000||
1568|Trotter, Inc.|February|03/10/2000|05/10/2000|$750.00|REDUCED|$0.00|05/23/2000||
1569|Omaha Police Union Local 101|January|04/10/2000|05/08/2000|$700.00|RED/PAID|$200.00||08/17/2000|
1570|U.S Bank National Association - Scottsbluff|April|05/10/2000|05/15/2000|$125.00|RED/PAID|$25.00|06/26/2000|06/26/2000|
1571|McGrath, North, Mullin Law Firm|April|05/10/2000|05/17/2000|$175.00|PAID|||05/31/2000|
1572|HDM Corporation|April|05/10/2000|05/18/2000|$200.00|REDUCED|$0.00|05/25/2000||
1574|Allstate Insurance Company|June|07/10/1998|06/09/2000|$300.00|REDUCED|$0.00|06/26/2000||
1576|The Day Companies, Inc.|April|05/10/2000|06/15/2000|$750.00|RED/PAID|$25.00|06/29/2000|06/29/2000|
1577|The Day Companies, Inc.|January|02/10/2000|06/15/2000|$750.00|REDUCED|$0.00|06/29/2000||
1578|The Day Companies, Inc.|March|04/10/2000|06/15/2000|$750.00|REDUCED|$0.00|06/29/2000||
1579|The Day Companies, Inc.|February|03/10/2000|06/15/2000|$750.00|REDUCED|$0.00|06/29/2000||
1580|Francis J. Cavlovic, D.D.S., PC|April|05/10/2000|05/22/2000|$300.00|REDUCED|$0.00|06/07/2000||
1581|Election Systems & Software|March|04/10/2000|06/07/2000|$750.00|REDUCED|$0.00|06/19/2000||
1582|Progress West Corporation|April|05/10/2000|05/23/2000|$325.00|REDUCED|$0.00|06/19/2000||
1583|Werner Enterprises, Inc.|February|03/10/2000|05/23/2000|$750.00|REDUCED|$0.00|06/22/2000||
1584|Werner Enterprises, Inc.|April|05/10/2000|05/23/2000|$325.00|PAID|||06/22/2000|
1585|U Save Foods|April|05/10/2000|05/22/2000|$300.00|REDUCED|$0.00|06/22/2000||
1586|Nebco, Inc.|March|04/10/2000|05/31/2000|$750.00|RED/PAID|$25.00|06/28/2000|06/28/2000|
1587|FPS Leadership Team|March|06/12/2000|06/14/2000|$50.00|REDUCED|$0.00|07/10/2000||
1588|First Nebraska Title and Escrow Company|May|06/12/2000|06/26/2000|$350.00|REDUCED|$0.00|07/10/2000||
1589|Trans/Mid-America, Inc.|January|02/10/2000|06/22/2000|$750.00|REDUCED|$0.00|07/10/2000||
1590|Grand Island Area Economic Development Corp.|May|06/12/2000|07/07/2000|$625.00|PAID|||08/17/2000|
1591|Greater Omaha Chamber of Commerce|May|06/12/2000|06/28/2000|$400.00|PAID|||08/01/2000|
1592|Johnson Controls, Inc.|April|05/10/2000|07/17/2000|$750.00|PAID|||07/17/2000|
1593|Erickson & Sederstrom, PC|May|06/12/2000|07/10/2000|$700.00|REDUCED|$0.00|07/24/2000||
1594|AAA Rents Incorporated|May|06/12/2000|07/13/2000|$750.00|REDUCED|$0.00|07/24/2000||
1595|Journal Broadcast Group, Inc.|March|04/10/2000|07/14/2000|$750.00|RED/PAID|$25.00|07/28/2000|07/28/2000|
1596|Metabolife International, Inc.|October|11/10/1999|07/13/2000|$750.00|PAID|||05/20/2002|
1597|Lawless Distributing Group|May|06/12/2000|07/12/2000|$750.00|REDUCED|$0.00|08/28/2000||
1598|Bahr, Vermeer, Haecker Atchitects|June|07/10/2000|07/18/2000|$200.00|REDUCED|$0.00|07/31/2000||
1599|Highway Motels of Nebraska Inc|June|07/10/2000|08/02/2000|$575.00|REDUCED|$0.00|08/21/2000||
1600|Aesthetic & Reconstructive Surgery, P.C.|June|07/10/2000|08/11/2000|$750.00|REDUCED|$0.00|08/30/2000||
1601|Hearthstone Home|April|05/10/2000|08/11/2000|$750.00|REDUCED|$0.00|08/21/2000||
1602|Hearthstone Home|November|12/10/1998|08/11/2000|$300.00|REDUCED|$0.00|08/21/2000||
1603|Hearthstone Home|March|04/10/1998|08/11/2000|$300.00|REDUCED|$0.00|08/21/2000||
1604|Fremont Education Association|May|06/10/2000|08/15/2000|$750.00|REDUCED|$0.00|08/23/2000||
1605|united|January|02/10/2000|06/18/2000|$750.00|REDUCED|$0.00|08/23/2000||
1606|North Central Anesthesia Services, LLC|July|08/10/2000|08/18/2000|$200.00|REDUCED|$0.00|08/23/2000||
1607|United Parcel Service Inc|May|06/10/2000|08/23/2000|$750.00|PAID|||02/20/2001|
1609|Steve Erdei Sales|April|05/10/2000|08/23/2000|$750.00|REDUCED|$0.00|08/30/2000||
1610|Wicks Truck Trailers Inc|April|05/10/2000|08/29/2000|$750.00|REDUCED|$0.00|09/11/2000||
1611|Schneider-Sharples Corporation|March|04/10/2000|08/28/2000|$750.00|REDUCED|$0.00|09/12/2000||
1612|Nebraska Credit Union League|March|04/10/2000|08/28/2000|$750.00|REDUCED|$0.00|09/11/2000||
1614|Benefit Professionals Inc|August|09/11/2000|09/13/2000|$50.00|REDUCED|$0.00|10/04/2002||
1620|United Parcel Service Inc|June|07/10/2000|09/13/2000|$750.00|PAID|||02/20/2001|
1624|United Airlines|July|07/10/1999|09/29/2000|$300.00|PAID|||09/29/2000|
1625|Duda Company|May|06/10/2000|09/21/2000|$750.00|REDUCED|$0.00|10/06/2000||
1626|Fremont Area Service Club|June|07/10/2000|09/26/2000|$750.00|REDUCED|$0.00|10/06/2000||
1627|Ameritas Life Insurance Company|May|06/10/2000|09/20/2000|$750.00|PAID|||10/13/2000|
1628|UneMed Corporation|April|05/10/2000|09/28/2000|$750.00|PAID|||10/30/2000|
1629|Croker, Huck, Kasher, DeWitt, Anderson & Gonderinger, PC|August|09/11/2000|09/19/2000|$200.00|REDUCED|$0.00|10/06/2000||
1630|Americans for Sound Public Policy|July|08/10/1998|10/05/2000|$300.00|PAID|||10/20/2000|
1631|Americans for Sound Public Policy|June|07/10/1998|10/05/2000|$300.00|PAID|||10/20/2000|
1632|Tracy Broadcasting Corporation|November|12/10/1999|10/05/2000|$750.00|REDUCED|$0.00|10/06/2000||
1634|Fraternal Order of Police Lodge #8|September|10/10/2000|10/12/2000|$50.00|PAID||||
1636|Anheuser Busch Companies, Inc.|September|10/10/2000|10/13/2000|$75.00|PAID|||10/23/2000|
1637|Anheuser Busch Companies, Inc.|August|08/10/2000|10/13/2000|$750.00|PAID|||10/13/2000|
1638|Union Pacific Railroad|May|06/10/2000|09/11/2000|$750.00|RED/PAID|$25.00|10/13/2000|10/13/2000|
1639|Fraternal Order of Police Lodge #8|January|10/10/2000|10/12/2000|$50.00|PAID|||11/06/2000|
1643|Northeast Nebraska Medical Association|September|10/10/2000|10/16/2000|$150.00|PAID|||11/07/2000|
1644|Nebraska Advocates for Justice|September|10/10/2000|10/19/2000|$225.00|PAID|||12/01/2000|
1645|Kinder Morgan, Inc.|May|06/10/2000|10/20/2000|$750.00|REDUCED|$0.00|04/12/2001|04/12/2001|
1646|Kinder Morgan, Inc.|June|07/10/2000|10/20/2000|$750.00|REDUCED|$0.00|04/12/2001||
1647|352, Inc.|September|10/10/2000|10/20/2000|$250.00|REDUCED|$0.00|11/03/2000||
1648|Valentine Dealer Services|September|10/10/2000|10/23/2000|$325.00|REDUCED|$0.00|11/08/2000||
1649|HGM Associates, Inc.|September|10/10/2000|10/24/2000|$350.00|REDUCED|$0.00|11/30/2000||
1650|Barkel Enterprises Inc.|September|10/10/2000|10/25/2000|$375.00|REDUCED|$0.00|11/03/2000||
1651|Liberty Title & Escrow, Inc.|September|10/10/2000|11/07/2000|$700.00|REDUCED|$0.00|01/03/2001||
1652|Lincoln Orthopedic & Sports Medicine Clinic, PC|September|10/10/2000|11/09/2000|$725.00|REDUCED|$0.00|11/20/2000||
1653|Sextro-Larsen Podiatry, PC|July|08/10/2000|10/30/2000|$750.00|REDUCED|$0.00|11/20/2000||
1654|Thomas Investment Co., Inc.|September|10/10/2000|10/30/2000|$500.00|REDUCED|$0.00|11/20/2000||
1655|Upland Construction Co.|August|09/10/2000|10/30/2000|$750.00|REDUCED|$0.00|11/20/2000||
1656|Insured Mortgage Equities, Inc.|October|11/13/2000|11/21/2000|$200.00|PAID|||12/26/2000|
1657|Kirkpatrick Pettis|October|11/13/2000|11/16/2000|$75.00|PAID|||12/26/2000|
1658|Lincoln Fire Fighter Association|January|09/10/2000|11/16/2000|$750.00|PAID|||01/16/2001|
1659|Lincoln Fire Fighter Association|January|10/10/2000|11/16/2000|$750.00|PAID|||01/16/2001|
1660|Lincoln Fire Fighter Association|January|11/13/2000|11/16/2000|$75.00|PAID|||01/16/2001|
1661|Asbestos Workers Local #39|October|11/13/2000|11/22/2000|$225.00|REDUCED|$0.00|03/12/2001||
1662|Nebraska Association of County Attorneys|October|11/13/2000|11/22/2000|$225.00|PAID|||12/22/2000|
1663|ASARCO, Incorporated|October|11/13/2000|11/16/2000|$75.00|REDUCED|$0.00|01/03/2001||
2106|J J Westhoff Construction Co.|April|05/12/2003|05/16/2003|$100.00|PAID|||06/10/2003|
1665|Commonwealth Electric Co.|August|09/11/2000|12/11/2000|$750.00|REDUCED|$0.00|01/03/2001||
1666|Corporate Express|October|11/13/2000|12/15/2000|$750.00|REDUCED|$0.00|01/03/2001||
1667|Cytogenetics Foundation|July|08/10/2000|12/15/2000|$750.00|REDUCED|$0.00|01/03/2001||
1668|Cytogenetics Foundation|September|10/11/2000|12/15/2000|$750.00|REDUCED|$0.00|01/03/2001||
1669|Health Care Suppliers, Inc.|November|12/11/2000|12/18/2000|$175.00|PAID|||01/10/2001|
1670|Icon Imaging, Incorporated|September|10/10/2000|12/13/2000|$750.00|REDUCED|$0.00|01/03/2001||
1671|King of Kings Lutheran Church|October|11/13/2000|12/22/2000|$750.00|REDUCED|$0.00|01/03/2001||
1673|Metro Community College Education Association|May|06/12/2000|12/14/2000|$750.00|REDUCED|$0.00|01/03/2001||
1674|Metro Community College Education Association|October|11/13/2000|12/14/2000|$750.00|REDUCED|$0.00|01/03/2001||
1676|Sherry's Hallmark|October|11/13/2000|12/21/2000|$750.00|REDUCED|$0.00|01/03/2001||
1677|Trinity Church Interdenominational|September|10/11/2000|12/22/2000|$750.00|REDUCED|$0.00|01/03/2001||
1678|Trinity Church Interdenominational|October|11/13/2000|12/22/2000|$750.00|REDUCED|$0.00|01/03/2001||
1679|Trinity Church Interdenominational|November|12/11/2000|12/22/2000|$275.00|REDUCED|$0.00|01/03/2001||
1680|Valmont Industries|January|02/10/2000|12/18/2000|$750.00|PAID|||02/12/2001|
1681|Association of Nebraska Community Agencies, Inc.|September|10/10/2000|01/12/2001|$750.00|REDUCED|$0.00|02/12/2001||
1682|Behlen Manufacturing Company|October|11/13/2000|01/22/2001|$750.00|PAID|||02/22/2001|
1683|Behlen Manufacturing Company|December|01/10/2001|01/22/2001|$300.00|PAID|||02/26/2001|
1684|Christ's Place|October|11/13/2000|01/04/2001|$750.00|REDUCED|$0.00|02/12/2001||
1685|Fraternal Order of Police Douglas County Lodge #2|February|03/10/2000|01/17/2001|$750.00|PAID|||08/22/2001|
1686|Insured Mortgage Equities, Inc.|September|10/10/2000|01/04/2001|$750.00|REDUCED|$0.00|02/12/2001||
1687|Americans for Sound Public Policy|November|12/11/2000|01/16/2001|$750.00|PAID|||02/25/2002|
1688|Commercial Flooring Systems, Inc.|December|01/10/2001|01/17/2001|$300.00|REDUCED|$0.00|03/12/2001||
1689|Burwell Baptist Church|October|11/13/2000|12/27/2000|$750.00|REDUCED|$0.00|02/20/2001||
1690|Congregation of Temple Israel|October|11/13/2000|01/29/2001|$750.00|REDUCED|$0.00|02/21/2001||
1691|First Christian Church|September|10/10/2000|12/26/2000|$750.00|REDUCED|$0.00|02/20/2001||
1692|Risen Son Baptist Church|October|11/13/2000|12/26/2000|$750.00|REDUCED|$0.00|02/20/2001||
1693|Screenwriters, Inc. dba Screenco|August|09/11/2000|01/31/2001|$750.00|REDUCED|$0.00|03/12/2001||
1694|NE Cable Communications Association|October|11/13/2000|03/02/2001|$750.00|REDUCED|$0.00|03/12/2001||
1695|PDM, Inc.|September|10/10/2000|11/07/2000|$700.00|RED/PAID|$25.00|03/21/2001|03/21/2001|
1696|Sprint|October|11/13/2000|01/12/2001|$750.00|REDUCED|$0.00|03/12/2001||
1697|Ash Grove Cement Company|December|01/10/2001|02/28/2001|$750.00|REDUCED|$0.00|03/27/2001||
1698|Subby Anzaldo Entertainment Agency|May|06/12/2000|03/01/2001|$750.00|REDUCED|$0.00|03/27/2001||
1699|Bellevue Keno, Inc.|December|01/10/2001|02/27/2001|$750.00|REDUCED|$0.00|03/27/2001||
1700|Continental Fire Sprinkler Company|January|02/12/2001|03/15/2001|$750.00|REDUCED|$0.00|03/27/2001||
1701|DLR Group, Inc.|November|12/11/2000|03/12/2001|$750.00|PAID|||04/11/2001|
1702|Douglas Theatre Co.|April|05/10/2000|03/01/2001|$750.00|REDUCED|$0.00|03/28/2001||
1703|East Construction, Inc.|September|10/10/2000|03/05/2001|$750.00|REDUCED|$0.00|03/28/2001||
1704|The Fairmont Group, Inc.|July|08/10/2000|03/01/2001|$750.00|REDUCED|$0.00|03/28/2001||
