ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
583|Committee to Re-Elect Dennis Jorgensen|97 Annual Campaign Statement|02/02/1998|10/01/1998|$300.00|PAID|||09/11/1998|Jorgensen|Dennis|
584|NE Construction Industry PAC|98 Post General Campaign Statement|06/22/1998|09/04/1998|$300.00|PAID|||09/16/1998|||
585|Committee to Elect Jim Miller Sarpy County Attorney|Statement of Organization|04/30/1998|07/30/1998|$300.00|REDUCED|$0.00|09/17/1998||Miller|Jim|
586|Committee to Elect Jim Miller|Report of Late Contribution|05/11/1998|06/22/1998|$1500.00|RED/PAID|$70.00|09/17/1998|09/17/1998|Miller|Jim|
587|Committee to Elect Jim Lawson Sheriff|98 1st Primary Campaign Statement|04/30/1998|05/12/1998|$120.00|REDUCED|$0.00|10/13/1998||Lawson|Jim|
588|Committee to Elect Jim Lawson Sheriff|98 2nd Primary Campaign Statement|05/04/1998|06/08/1998|$300.00|REDUCED|$0.00|10/13/1998||Lawson|Jim|
589|Nebraskans for Peace PAC|Statement of Organization|09/16/1998|09/28/1998|$120.00|REDUCED|$0.00|10/13/1998||||
590|Friends of Constitutional Officers|Statement of Organization|09/11/1998|09/17/1998|$60.00|REDUCED|$0.00|09/29/1998||||
591|Jennifer DeCamp for Legislature|98 Post Primary Campaign Statement|06/22/1998|09/23/1998|$300.00|REDUCED|$0.00|01/20/1999||DeCamp|Jennifer|
592|Dodge County Democratic Party|1998 Post Primary Campaign Statement|06/22/1998|09/29/1998|$300.00|REDUCED|$0.00|10/19/1998||||
593|Flanagan for School Board|Statement of Organization|09/21/1998|10/09/1998|$180.00|REDUCED|$0.00|11/13/1998||Flanagan|Dan|
594|Flanagan for School Board|1998 1st General Campaign Statement|10/05/1998|10/09/1998|$40.00|PAID|||11/23/1998|Flanagan|Dan|
595|Starr Lehl for Mayor|Statement of Organization|09/11/1998|10/05/1998|$240.00|REDUCED|$0.00|11/13/1998||Lehl|Starr|
596|Joe Chase for SCC Board Committee|Statement of Organization|09/11/1998|09/30/1998|$190.00|REDUCED|$0.00|11/06/1998||Chase|Joe|
597|Sarpy Citizens forTim Schram|98 1st General Campaign Statement|10/05/1998|10/08/1998|$30.00|PAID|||10/15/1998|Schram|Tim|
598|Alfredo Ramirez Election Committee|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|REDUCED|$0.00|11/02/1998||Ramirez|Alfredo|
599|James Carson for State Board of Education|98 1st General Campaign Statement|10/05/1998|10/15/1998|$100.00|PAID|||11/04/1998|Carson|James|
600|Mele Mason for School Board|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|PAID|||11/02/1998|Mason|Mele|
601|Great Plains Health PAC|98 1st General Campaign Statement|10/05/1998|10/15/1998|$100.00|REDUCED|$0.00|10/26/1998||||
602|Edquist for OPPD|98 1st General Campaign Statement|10/05/1998|10/07/1998|$20.00|REDUCED|$0.00|03/02/1999||Edquist|Keith|
603|Dale Hall for County Commissioner|98 1st General|10/05/1998|10/08/1998|$30.00|REDUCED|$0.00|11/13/1998||Hall|Dale|
604|Dale Hall for County Commissioner|98 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|11/13/1998||Hall|Dale|
605|Jansen for County Attorney|98 1st General Campaign Statement|10/05/1998|10/19/1998|$140.00|PAID|||11/17/1998|Jansen|James|
606|Lightner for NRD|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|RED/PAID|$20.00|11/09/1998|11/09/1998|Lightner|Lynn|
607|Central Nebraskans for Loschen|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|PAID|||06/29/1999|Loschen|Terry|
608|Wehrbein for Legislature|98 1st General Campaign Statement|10/05/1998|10/07/1998|$20.00|REDUCED|$0.00|11/23/1998||Wehrbein|Roger|
609|Elwell for the 24th Legislative District|98 1st General Campaign Statement|10/05/1998|10/16/1998|$110.00|REDUCED|$0.00|11/24/1998||Elwell|Robert|
610|Joe Yocum for Seward County Sheriff|98 1st General Campaign Statement|10/05/1998|10/15/1998|$100.00|PAID|$0.00|11/13/1998||Yocum|Joe|
611|Jacquelyn Stewart for Clerk of District Court|98 1st General Campaign Statement|10/05/1998|10/15/1998|$100.00|REDUCED|$0.00|11/23/1998||Stewart|Jacquelyn|
612|Citizens to Elect Blankenship for Clerk of District Court|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|PAID|||01/22/1999|Blankenship|Jason|
613|Nebraska Right to Life PAC|98 1st General Campaign Statement|10/05/1998|10/16/1998|$110.00|PAID|||11/13/1998|||
614|Committee to Elect Derek Mitchell|98 1st General Campaign Statement|10/05/1998|10/13/1998|$80.00|PAID|||02/01/1999|Mitchell|Derek|
615|Omaha Education Association|98 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|PAID|||11/25/1998|||
616|Werner Enterprises, Inc. PAC|98 1st General Campaign Statement|10/05/1998|10/16/1998|$110.00|PAID|||11/09/1998|||
617|Committee to Elect Kip Murphy|98 2nd General Campaign Statement|10/26/1998|10/27/1998|$10.00|REDUCED|$0.00|11/10/1998||Murphy|Kip|
618|Friends for John Bartels|Statement of Organization|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|12/07/1998||Bartels|John|
619|Friends for John Bartels|98 2nd General Campaign Statement|10/26/1998|10/30/1998|$40.00|REDUCED|$0.00|12/08/1998||Bartels|John|
620|Mary Ann Borgeson for County Board|98 1st General Campaign Statement|10/05/1998|10/08/1998|$30.00|REDUCED|$0.00|12/23/1998||Borgeson|Mary Ann|
621|Mary Ann Borgeson for County Board|98 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|12/23/1998||Borgeson|Mary Ann|
622|Buschkoetter for City Council|98 1st General Campaign Statement|10/05/1998|10/09/1998|$40.00|REDUCED|$0.00|12/16/1998||Buschkoetter|Randy|
759|Julie Haney for County Treasurer|98 Post General Campaign Statement|01/04/1999|01/14/1999|$100.00|REDUCED|$0.00|02/10/1999||Haney|Julie|
760|Rod Johnson for PSC|98 Post General Campaign Statement|01/04/1999|01/12/1999|$80.00|PAID|||02/25/1999|Johnson|Rod|
761|Independent Insurance Agents of Nebraska PAC|98 1st General Campaign Statement|10/05/1998|10/07/1998|$20.00|REDUCED|$0.00|03/11/1999||||
762|Pam Brown for Legislature|98 Post General Campaign Statement|01/04/1999|01/26/1999|$220.00|PAID|||03/22/1999|Brown|Pam|
764|Dunning for Sheriff|98 Post General Campaign Statement|01/04/1999|01/15/1999|$110.00|REDUCED|$0.00|02/12/1999||||
765|Dave Maurstad for Lt. Governor|Report of Late Contribution|11/04/1998|01/04/1999|$1500.00|RED/PAID|$20.00|03/10/1999|03/09/1999|Maurstad|Dave|
766|Dave Maurstad for Lt. Governor|Report of Late Contribution|11/04/1998|01/04/1999|$1500.00|REDUCED|$0.00|03/10/1999||Maurstad|Dave|
767|Friends of Libraries and Parks|1998 Post General B-1|01/04/1999|01/07/1999|$30.00|PAID|||03/03/1999|Shively|David|
768|Elwell for the 24th Legislative District|1998 Post General B-1|01/04/1999|01/06/1999|$20.00|PAID|||09/01/1999|Elwell|Robert|
769|Avery for Legislature|1999 CFLA-1|01/04/1999|01/29/1999|$250.00|REDUCED|$0.00|03/03/1999||Avery|Michael|
770|Moore for Secretary of State|1998 Post General B-1|01/04/1999|01/06/1999|$20.00|PAID|||02/26/1999|Moore|Scott|
771|Pirsch for Legislature|1998 Annual Campaign Statement|02/01/1999|02/03/1999|$20.00|REDUCED|$0.00|02/24/1999||McBride Pirsch|Carol|
772|Mike Johanns for Governor|Report of Late Contribution|11/02/1998|01/04/1999|$1500.00|RED/PAID|$10.00|04/01/1999|04/01/1999|Johanns|Mike|
775|Richardson County Republicans|1998 Post General Campaign Statement|01/04/1999|02/10/1999|$300.00|REDUCED|$0.00|07/02/1999||Sailors|Jean|
776|Friends for John Bartels|98 Post General Campaign Statement|01/04/1999|01/14/1999|$100.00|RED/PAID|$10.00|03/29/1999|03/29/1999|Bartels|John|
777|Citizens to Elect Blankenship Clerk of the District Court|98 Post General Campaign Statement|01/04/1999|02/22/1999|$300.00|PAID|||05/11/1999|Blankenship|Jason|
778|Citizens to Elect Blankenship Clerk of the District Court|Report of Late Contribution|11/03/1998|11/05/1998|$150.00|PAID|||07/22/1999|Blankenship|Jason|
779|Dodge County Democratic Party|98 Post General Campaign Statement|01/04/1999|01/12/1999|$80.00|RED/PAID|$10.00|04/12/1999|04/06/1999|||
780|Hahn for State Auditor|Report of Late Contribution|10/26/1998|01/04/1999|$1500.00|REDUCED|$0.00|03/15/1999||Hahn|Kandra|
782|Friends of Deb Houghtaling Sarpy County Clerk|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|REDUCED|$0.00|03/25/1999||Houghtaling|Deb|
783|The Price is Right for Education|98 Annual Campaign Statement|02/01/1999|02/16/1999|$150.00|REDUCED|$0.00|03/25/1999||Price|Marion|
784|Vote On Total Equity|98 Annual Campaign Statement|02/01/1999|02/25/1999|$240.00|REDUCED|$0.00|04/01/1999||||
785|Vote On Total Equity|99 1st Special Election Campaign Statement|02/22/1999|02/25/1999|$30.00|RED/PAID|$10.00|04/01/1999|04/01/1999|||
786|Pat Knapp for Attorney General Committee|Report of Late Contribution|10/26/1998|01/03/1999|$1500.00|REDUCED|$0.00|03/01/1999||Knapp|Pat|
787|Mele Mason for School Board|98 Post General Campaign Statement|01/04/1999|01/08/1999|$40.00|PAID|||01/08/1999|Mason|Mele|
788|Linda Poole for Millard School Board|98 Annual Campaign Statement|02/01/1999|02/05/1999|$40.00|REDUCED|$0.00|03/01/1999||Poole|Linda|
790|Hoppe for County Board|Report of Late Contribution|10/26/1998|01/05/1999|$1500.00|REDUCED|$0.00|04/08/1999||Hoppe|Richard|
791|Cheryl McDuffie for Box Butte County Clerk|98 Post General Campaign Statement|01/04/1999|01/15/1999|$110.00|REDUCED|$0.00|03/11/1999||McDuffie|Cheryl|
792|Nebraska Association of Trial Attorneys PAC (NATA)|98 1st General Campaign Statement|10/05/1998|10/07/1998|$20.00|PAID|||03/23/1999|||
793|Nebraska Action Committee for Rural Electrification (ACRE)|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|REDUCED|$0.00|03/10/1999||||
794|Nebraska Farm Bureau Federation PAC|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|PAID|||03/17/1999|||
795|Steinman for County Commissioner|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|REDUCED|$0.00|03/11/1999||Steinman|Linda|
796|Committee to Elect Paul Anderson|98 1st General Campaign Statement|10/05/1998|10/19/1998|$140.00|PAID|||03/25/1999|Anderson|Paul|
797|Committee to Elect Paul Anderson|98 2nd General Campaign Statement|10/26/1998|11/03/1998|$80.00|PAID|||03/25/1999|Anderson|Paul|
798|Committee to Elect Paul Anderson|98 Post General Campaign Statement|01/04/1999|02/08/1999|$300.00|PAID|||03/25/1999|Anderson|Paul|
799|Dakota County Democratic Party|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|PAID|||04/07/1999|||
800|Edwards for City Council|99 1st Primary Campaign Statement|03/08/1999|03/10/1999|$20.00|REDUCED|$0.00|04/08/1999||Edwards|Paul|
801|Evans for Education|99 1st Primary Campaign Statement|03/08/1999|03/12/1999|$40.00|PAID|||11/08/1999|Evans|Doug|
802|Jansen for County Attorney|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|PAID|||04/07/1999|Jansen|James|
803|Lonnie Michael for School Board|98 Post General Campaign Statement|01/04/1999|01/13/1999|$90.00|RED/PAID|$10.00|07/09/1999|07/09/1999|Michael|Lonnie|
804|Otoe County Democratic Committee|98 Post General Campaign Statement|01/04/1999|01/11/1999|$70.00|REDUCED|$0.00|11/01/1999||Otoe||
807|Bob Stephens for City Council|99 1st Primary Campaign Statement|03/08/1999|03/09/1999|$10.00|PAID|||03/25/1999|Stephens|Bob|
808|David Woodke for 66 School Board|98 Annual Campaign Statement|02/01/1999|02/16/1999|$150.00|REDUCED|$0.00|05/17/1999||Woodke|David|
809|First National Bank of Omaha PAC|98 Post General Campaign Statement|01/04/1999|01/07/1999|$30.00|PAID|||03/29/1999|||
810|Saunders County Republican Central Committee|98 2nd General Campaign Statement|10/26/1998|02/25/1999|$300.00|REDUCED|$0.00|03/25/1999||||
811|Saunders County Republican Committee|98 Post General  Campaign Statement|01/04/1999|02/25/1999|$300.00|REDUCED|$0.00|03/25/1999||||
812|Committee to Elect Rick Campbell|98 2nd General Campaign Statement|10/26/1998|10/28/1998|$20.00|REDUCED|$0.00|03/25/1999||Campbell|Rick|
813|Committee to Elect Rick Campbell|98 Post General Campaign Statement|01/04/1999|01/11/1999|$70.00|REDUCED|$0.00|03/25/1999||Campbell|Rick|
814|Aliant Communications PAC|98 Post General Campaign Statement|01/04/1999|01/07/1999|$30.00|REDUCED|$0.00|03/25/1999||||
815|Brandt for Mayor|Report of Late Contribution|11/02/1998|12/31/1998|$1500.00|REDUCED|$0.00|04/08/1999||Brandt|Donnie|
816|Horner for Sheriff|98 Post General Campaign Statement|01/04/1999|01/06/1999|$20.00|PAID|||05/27/1999|Horner|Terry|
817|Lancaster County Democratic Party|98 Post General Campaign Statement|01/04/1999|01/29/1999|$250.00|PAID|||04/29/1999|||
818|Dan Pittman for Assessor|98 Post General Campaign Statement|01/04/1999|01/14/1999|$100.00|REDUCED|$0.00|03/25/1999||Pittman|Dan|
819|Dan Pittman for Assessor|Report of Late Contribution|11/02/1998|01/14/1999|$1500.00|REDUCED|$0.00|03/25/1999||Pittman|Dan|
950|Committee to Elect Jerry Ryan|99 Annual Campaign Statement|01/31/2000|02/15/2000|$375.00|REDUCED|$0.00|03/21/2000||Ryan|Jerry|
951|Gage County Democratic Party|99 Annual Campaign Statement|01/31/2000|02/11/2000|$275.00|REDUCED|$0.00|04/05/2000||||
952|Dan Pittman for Assessor|99 Annual Campaign Statement|01/31/2000|02/02/2000|$50.00|RED/PAID|$25.00|05/22/2000|05/22/2000|Pittman|Dan|
953|Ear, Nose, and Throat Specialties, PC|Report of Earmarked Contribution|07/23/1999|03/08/2000|$300.00|REDUCED|$0.00|03/20/2000||||
954|Sarpy County Republican Party|99 Post Special Election Campaign Statement|12/13/1999|01/24/2000|$750.00|REDUCED|$0.00|04/19/2000||||
955|James Anderson for PSC|99 Annual Campaign Statement|01/31/2000|03/08/2000|$750.00|REDUCED|$0.00|03/24/2000||Anderson|James|
956|NRA Political Victory Fund|99 Annual Campaign Statement|01/31/2000|02/16/2000|$400.00|PAID|||03/27/2000|||
957|Meier for School Board|99 Annual Campaign Statement|01/31/2000|03/17/2000|$750.00|REDUCED|$0.00|03/27/2000||Meier|Bill|
958|A Lot of Folks for Brenda Council for Mayor|99 Annual Campaign Statement|01/31/2000|03/29/2000|$750.00|PAID|||03/29/2000|Council|Brenda|
959|Raines for Airport Authority|99 Annual Campaign Statement|01/31/2000|03/23/2000|$750.00|REDUCED|$0.00|05/25/2000||Raines|Edwards|
960|Lonnie Michael for School Board|99 Annual Campaign Statement|01/31/2000|03/24/2000|$750.00|REDUCED|$0.00|09/19/2000||Michael|Lonnie|
961|UNO Faculty PAC|99 Annual Campaign Statement|01/31/2000|03/23/2000|$750.00|REDUCED|$0.00|07/25/2000||||
962|Dodge County Republican Party|99 Annual Campaign Statement|01/31/2000|03/22/2000|$750.00|REDUCED|$0.00|04/19/2000||||
963|Edquist for OPPD|99 Annual Campaign Statement|01/31/2000|03/23/2000|$600.00|PAID|||12/27/2000|Edquist|Keith|
964|Citizens for North Platte\'s Future|Report of Late Contribution|04/03/2000|04/12/2000|$900.00|REDUCED|$0.00|05/17/2000||||
965|Nebraskans for Limited Terms|March Report|03/31/2000|04/04/2000|$100.00|PAID|||05/01/2000|||
966|Raikes for Legislature|2000 1st Primary Campaign Statement|04/10/2000|04/12/2000|$50.00|REDUCED|$0.00|05/10/2000||Raikes|Ron|
967|Mike Foley|CFLA-1|04/24/2000|04/26/2000|$20.00|REDUCED|$0.00|04/27/2000||Foley|Mike|
968|Charles Maxwell|CFLA-1|03/30/2000|04/27/2000|$700.00|REDUCED|$0.00|05/18/2000||Maxwell|Charles|
969|Charles Meyer|CFLA-1|04/24/2000|04/26/2000|$50.00|REDUCED|$0.00|06/23/2000||Meyer|Charles|
970|Committee to Elect Ann Rosenberry|99 Annual Campaign Statement|01/31/2000|03/10/2000|$750.00|REDUCED|$0.00|04/09/2001||Rosenberry|Ann|
971|Jones for Legislature|2000 2nd Primary Campaign Statement|05/01/2000|05/08/2000|$175.00|REDUCED|$0.00|05/18/2000||Jones|Jim|
972|Maxwell for Legislature|2000 2nd Primary Campaign Statement|05/01/2000|05/05/2000|$100.00|PAID|||06/28/2000|Maxwell|Chip|
973|Patton 2000 Legislature Committee|2000 1st Primary Campaign Statement|04/10/2000|05/08/2000|$700.00|REDUCED|$0.00|08/10/2000||Patton|Doug|
974|Patton 2000 Legislature Committee|2000 2nd Primary Campaign Statement|05/01/2000|05/08/2000|$175.00|REDUCED|$0.00|08/10/2000||Patton|Doug|
975|Carol McBride Pirsch for Douglas County Board|2000 1st Primary Campaign Statement|04/10/2000|04/19/2000|$225.00|RED/PAID|$25.00|05/18/2000|05/18/2000|McBride Pirsch|Carol|
976|Citizens for Helen Griffin|2000 Exemption Statement|04/10/2000|04/20/2000|$225.00|REDUCED|$0.00|04/27/2000||Griffin|Helen|
977|Elwell for the 24th Legislative District|99 Annual Campaign Statement|01/31/2000|03/09/2000|$750.00|REDUCED|$0.00|05/09/2000||Elwell|Robert|
978|Nebraskans for Jon Christensen Committee|99 Annual Campaign Statement|01/31/2000|03/21/2000|$750.00|REDUCED|$0.00|05/10/2000||Christensen|Jon|
979|NAPE-AFSCME People|2000 1st Primary Campaign Statement|04/10/2000|04/21/2000|$275.00|REDUCED|$0.00|05/10/2000||||
980|Tyson for Legislature|2000 1st Primary Campaign Statement|04/10/2000|04/17/2000|$175.00|RED/PAID|$25.00|05/31/2000|05/31/2000|Tyson|Gene|
981|Ramon Janssen for State Legislature|2000 1st Primary Campaign Statement|04/10/2000|04/11/2000|$25.00|REDUCED|$0.00|06/19/2000||Janssen|Ramon|
982|Tessman for Legislature 2000|2000 2nd Primary Campaign Statement|05/01/2000|05/04/2000|$75.00|REDUCED|$0.00|06/07/2000||Tessman|Brian|
983|Alan Sydow|Report of Independent Expenditure|04/17/2000|05/11/2000|$600.00|REDUCED|$0.00|05/17/2000||||
984|Alan Sydow|Report of Independent Expenditure|05/01/2000|05/11/2000|$250.00|REDUCED|$0.00|05/17/2000||||
985|Alan Sydow|Report of Independent Expenditure|05/08/2000|05/11/2000|$75.00|REDUCED|$0.00|05/17/2000||||
986|Paul Edwards|CFLA-1|04/10/2000|04/26/2000|$400.00|REDUCED|$0.00|06/14/2000||Edwards|Paul|
987|Erdman for Legislature|2000 2nd Primary Campaign Statement|05/01/2000|05/03/2000|$50.00|REDUCED|$0.00|05/25/2000||Erdman|Philip|
988|NE Petroleum PAC|2000 2nd Primary Campaign Statement|05/01/2000|05/17/2000|$400.00|PAID|||07/18/2000|||
989|Urwiller for Public Office|99 Annual Campaign Statement|01/31/2000|04/24/2000|$750.00|PAID|||05/23/2000|Urwiller|Dan|
990|Takechi for Register of Deeds|2000 1st Primary Campaign Statement|04/10/2000|05/15/2000|$750.00|PAID|||06/12/2000|Takechi|Richard|
991|Takechi for Register of Deeds|2000 2nd Primary Campaign Statement|05/01/2000|05/15/2000|$350.00|PAID|||06/12/2000|Takechi|Richard|
992|Seldin Company|Report of Earmarked Contribution|05/15/2000|05/19/2000|$100.00|REDUCED|$0.00|06/22/2000||||
993|Seldin Company|Report of Earmarked Contribution|05/15/2000|05/19/2000|$100.00|REDUCED|$0.00|06/22/2000||||
994|Seldin Company|Report of Earmarked Contribution|05/15/2000|05/19/2000|$100.00|REDUCED|$0.00|06/22/2000||||
995|Burling for Legislature|Report of Late Contribution|05/08/2000|05/15/2000|$700.00|REDUCED|$0.00|05/25/2000||Burling|Carroll|
996|Burling for Legislature|Report of Late Contribution|05/08/2000|05/15/2000|$700.00|REDUCED|$0.00|05/25/2000||Burling|Carroll|
997|Jim Johnson for School Board|99 Post General Campaign Statement|06/14/1999|04/21/2000|$300.00|REDUCED|$0.00|06/22/2000||Johnson|Jim|
998|Nuckolls County Democrats|99 Annual Campaign Statement|01/31/2000|05/22/2000|$750.00|REDUCED|$0.00|08/15/2000||||
999|Neighbors for Responsible Government|2000 2nd Special Campaign Statement|05/01/2000|05/25/2000|$600.00|PAID|||07/03/2000|||
1000|Tessman for Legislature 2000|Statement of Organization|05/08/2000|06/02/2000|$625.00|REDUCED|$0.00|06/07/2000||Tessman|Brian|
1001|John Sieler for Register of Deeds|2000 2nd Primary Campaign Statement|04/10/2000|04/14/2000|$100.00|PAID|||12/27/2002|Sieler|John|
1002|Committee for Better Jobs & Safer Neighborhoods|Statement of Organization|03/31/2000|06/08/2000|$750.00|REDUCED|$0.00|08/07/2000||||
1005|First National Bank of Omaha PAC|2000 1st Primary Campaign Statement|04/10/2000|04/12/2000|$50.00|REDUCED|$0.00|07/10/2000||||
1006|Blankenship for Council Committee|2000 1st Primary Campaign Statement|04/10/2000|04/24/2000|$350.00|REDUCED|$0.00|06/14/2000||Blankenship|Bruce|
1007|State Troopers Association of Nebraska, Inc. PAC|2000 2nd Primary Campaign Statement|05/01/2000|05/03/2000|$50.00|PAID|||06/30/2000|||
