Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description|unknownNumeric
DAVID HAHN FOR GOVERNOR|05CAC00761|10/10/2006|08/24/2006|500|O|PAYMENT ON PLEDGE|5301
DAVID HAHN FOR GOVERNOR|05CAC00761|04/10/2006|03/16/2006|5000|O|FROM DAVID HAHN|4187
DAVID HAHN FOR GOVERNOR|05CAC00761|05/01/2006|04/24/2006|45000|O|PAID UNPAID PLEDGE 2005|4085
DAVID HAHN FOR GOVERNOR|05CAC00761|04/10/2006|03/08/2006|100|A|RETURN OF DEPOSIT|4187
DAVID HAHN FOR GOVERNOR|05CAC00761|04/10/2006|03/08/2006|10000|O|FROM DAVID HAHN|4187
DAVID HAHN FOR GOVERNOR|05CAC00761|04/10/2006|03/02/2006|25000|O|FROM DAVID HAHN|4187
DAVID HAHN FOR GOVERNOR|05CAC00761|04/10/2006|02/17/2006|10000|O|FROM DAVID HAHN|4187
DAVID HAHN FOR GOVERNOR|05CAC00761|01/12/2007|12/12/2006|745.85|O|ADVERTISING REFUND FROM YORK NEWSTIMES|4832
DAVID HAHN FOR GOVERNOR|05CAC00761|01/12/2007|11/28/2006|400|O|SALE OF YARDSIGN WICKETS TO CITIZENS FOR|4832
DAVID HAHN FOR GOVERNOR|05CAC00761|01/12/2007|11/28/2006|350|O|APARTMENT DEPOSIT RETURN FROM CAPITOL SQ|4832
DAVID HAHN FOR GOVERNOR|05CAC00761|01/12/2007|11/20/2006|2167.81|O|SALE OF VIDEO PRODUCTION EQUIPMENT TO R.|4832
HANSEN FOR LEGISLATURE|05CAC00763|06/19/2006|05/10/2006|100|A|REFUNDED DEPOSIT TO CITY OF NORTH PLATTE|4576
HANSEN FOR LEGISLATURE|05CAC00763|01/31/2006|10/18/2005|10.05|A|BANK CHARGE FOR CHECK PRINTING|3750
HANSEN FOR LEGISLATURE|05CAC00763|10/10/2006|09/01/2006|130|A|REFUNDED UNUSED ADVERTISING FROM HOAK|4736
COMMUNITY FOR KIDS COMMITTEE|05BQC00118|01/31/2007|01/31/2007|12.42|O|Refund from Alltel|5773
COMMUNITY FOR KIDS COMMITTEE|05BQC00118|01/31/2007|01/31/2007|165.55|A|Disbursement to CFLA in dissolution|5773
FRIENDS FOR LYNNE ANDERSON|05CAC00764|02/01/2005|10/07/2005|25|A|GIFT FOR OPENING BANK ACCOUNT|3789
STOTHERT FOR LEGISLATURE|06CAC00766|06/20/2006|05/08/2006|2532.72|A|RETURNED CONTRIBUTION MEDICAL PAC|6459
STOTHERT FOR LEGISLATURE|06CAC00766|10/11/2006|10/03/2006|500|A|DONATION REFUNDED TO KUTAK ROCK|4868
JOHN N. HARMS FOR LEGISLATURE|06CAC00767|01/10/2007|12/29/2006|40|O|REFUND KCMI RADIO|6173
JOHN N. HARMS FOR LEGISLATURE|06CAC00767|01/10/2007|12/20/2006|28.8|O|REFUND CHARTER COMMUNICATIONS|6173
RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32|06CAC00771|01/07/2011|12/31/2010|3|A|other misc inc 3.00refund from radio ad|8742
NEBRASKANS FOR SHOEMAKER|06CAC00772|05/07/2007|05/04/2007|-1.75|A|Bank Charges|5479
NEBRASKANS FOR SHOEMAKER|06CAC00772|05/07/2007|01/01/2007|293.6|A|damagedeposit return, overpayment return|5479
SCHLOTHAUER FOR LEGISLATURE|06CAC00787|01/09/2007|12/27/2006|140|A|REFUND - SAGAMORE HILL BROADCASTING|6170
SCHLOTHAUER FOR LEGISLATURE|06CAC00787|01/09/2007|12/26/2006|35|A|REFUND - PHNHADLE AREA PAPERS|6170
SCHLOTHAUER FOR LEGISLATURE|06CAC00787|01/09/2007|12/11/2006|9.3|A|REFUND - CHARTER COMMUNICATIONS|6170
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|10/31/2006|10/20/2006|-137.5|O|BANK DEPOSIT CORRECTION|4461
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|10/31/2006|10/11/2006|137.5|O|BANK DEPOSIT ERROR|4461
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|10/06/2006|09/27/2006|224.69|O|NABITY FINANCIAL GROUP REFUND FOR FURNTI|4728
COMMITTEE FOR STATE STEWARDSHIP|06BQC00139|10/06/2006|09/18/2006|200|O|NE STATE FAIR BOARD TABLE AT GROUNDS|4728
SVOBODA FOR MAYOR|06CAC00937|04/23/2007|04/11/2007|20|B|sent to friendship home|4527
SVOBODA FOR MAYOR|06CAC00937|03/26/2007|03/09/2007|500|A|refund contribution hartland homes|5068
SVOBODA FOR MAYOR|06CAC00937|02/02/2009|05/24/2008|868.95|A|Computing Extras-Sale of Equipment|5525
SVOBODA FOR MAYOR|06CAC00937|02/02/2009|07/02/2007|6.89|A|Time Warner Cables-Refund of overpymt.|5525
SVOBODA FOR MAYOR|06CAC00937|02/02/2009|08/20/2007|539.95|A|Niche Marketing-Refund of Postage|5525
SVOBODA FOR MAYOR|06CAC00937|03/05/2007|02/09/2007|600|O|refund of contribution|6368
SHELTON FOR GAGE COUNTY ATTORNEY|06CAC00941|12/26/2006|12/01/2006|14.86|A|REFUND OF OVERPAYMENT FOR CAMPAIGN AD   |4993
SHELTON FOR GAGE COUNTY ATTORNEY|06CAC00941|12/26/2006|10/28/2006|50|A|REFUND OF $50.00 DEPOSIT FOR ODELL COMM.|4993
SCUDDER FOR REGENT|07CAC01038|01/13/2009|12/31/2008|91.11|A|paypal fees|5779
SCUDDER FOR REGENT|07CAC01038|06/23/2008|06/01/2008|42.26|A|paypal fees|4517
RECALL FAHEY COMMITTEE |08BQC00189|06/12/2008|04/03/2008|.22|O|Paypal depository acct. verification dep|6088
RECALL FAHEY COMMITTEE |08BQC00189|06/12/2008|04/03/2008|20|B|Cash donation to Siena/Francis House|6088
RECALL FAHEY COMMITTEE |08BQC00189|06/12/2008|04/24/2008|46.8|A|Balance of Petty cash fund transferred|6088
KINDIG FOR MAYOR|08CAC01182|10/06/2008|09/01/2008|1.4|A|beginng account balance|6429
NEBRASKANS FOR TAX RELIEF & BETTER JOBS|08BQC00206|01/13/2009|01/08/2009|1275|A|refund from time warner cable|5781
NEBRASKANS FOR TAX RELIEF & BETTER JOBS|08BQC00206|10/23/2008|10/01/2008|100|A|filing fee omitted|5275
NEBRASKANS FOR TAX RELIEF & BETTER JOBS|08BQC00206|01/13/2009|10/21/2008|-100|A|$100 NADC registration fee was omitted|5781
COMMITTEE FOR BETTER SCHOOLS AND MORE JOBS IN NE|06BQC00123|10/04/2006|10/03/2006|150|O|PHYSICAL ASSETS TRANSFERRED TO PRESIDENT|4246
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|12/19/2008|06/11/2007|31.5|O|Bank Charges|4604
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|12/19/2008|06/10/2007|200|A|Jeff Weber|4604
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|04/23/2007|04/11/2007|4.5|A|bank charge|5475
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/28/2010|03/10/2009|54|O|Bank fees|7043
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/28/2010|03/09/2009|250|A|adjustment from 2008|7043
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|06/11/2007|05/17/2007|3.61|O|Paypal charge|5485
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|06/11/2007|05/10/2007|7.5|A|Wells Fargo Bank Charge|5485
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/25/2011|03/31/2010|13.5|O|Bank Fees|9311
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2009|12/01/2008|120.36|O|Ink for Printer/Stamps|4816
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2009|06/13/2008|70|O|Post Office Box|4816
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2009|04/15/2008|70.41|O|Order of Checks|4816
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2009|05/23/2008|250|O|Linda Watson-Administrative|4816
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2009|04/25/2008|54|O|Bank Charges|4816
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2009|04/24/2008|250|A|Political Contribution|4816
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|03/26/2007|03/12/2007|4.5|A|wells fargo bank charge|6482
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|04/23/2007|04/16/2007|76.9|O|paypal charge|5475
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|03/05/2007|02/11/2007|4.5|A|bank charge|4975
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|03/05/2007|01/11/2007|2|A|bank charge|4975
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2007|11/01/2006|60.5|O|David Dale Photography|5756
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2007|10/31/2006|39.94|A|Wells Fargo Bank Charge for Checks & Ban|5756
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2007|12/30/2006|100|O|Contribution from Alice M. Dittman|5756
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2007|12/30/2006|120|O|To the Governor Heineman Inaugural Com|5756
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2007|12/02/2006|116|O|US Postal Service|5756
JOHN SPATZ FOR CITY COUNCIL |06CAC01009|01/30/2007|11/30/2006|51.56|O|Best Buy Purchase|5756
MCCOY FOR LEGISLATURE COMMITTEE|07CAC01057|01/13/2009|12/31/2008|-1000|A|pledged - event cancelled not received|5969
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|01/05/2009|12/31/2008|1295.8|O|Partial return of cont. to Deborah Eurek|4614
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|01/05/2009|12/05/2008|.82|O|Bank interest|4614
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|01/05/2009|11/03/2008|2.39|O|Bank interest|4614
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|10/23/2008|10/02/2008|2.43|O|Bank Interest|5277
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|10/07/2008|09/03/2008|2.51|O|bank interest|6428
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|10/07/2008|07/01/2008|.53|O|bank interest|6428
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|06/24/2008|06/06/2008|1.56|A|bank interest|5095
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|06/24/2008|05/05/2008|1.32|A|paypal credit|5095
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|05/01/2008|04/28/2008|2.83|A|bank interest|6946
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|04/02/2008|5.97|A|bank interest|5196
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|03/03/2008|6.32|A|bank interest|5196
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|02/07/2008|4.81|A|bank interest|5196
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|02/07/2008|.2|A|paypal credit|5196
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|12/30/2011|1300.78|O|State Reimb. Natl Black Caucus Conf. Exp|12208
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|12/30/2011|1000|O|Scholarship for NCSL for conf. expenses|12208
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|12/12/2011|6.69|O|refund from Hotel Monaco|12208
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|01/03/2011|1000|O|2010 Contr. not deposition un 2011|12208
TANYA COOK FOR LEGISLATURE|07CAC01061|04/15/2008|01/12/2008|-5.86|A|Adjusted for math errors|5653
TANYA COOK FOR LEGISLATURE|07CAC01061|01/14/2009|12/20/2008|-600|O|Funds returned to NSEA -limit met|5944
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|11/29/2010|130|O|reimb. from Cavanaugh Law for football t|9541
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|11/02/2010|979.83|O|Reimb. from State for CSG Conference|9541
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|11/02/2010|1001|O|Reimb. from State for NCSL conference|9541
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|08/21/2010|673.3|O|Reimbursement from Women in Govt|9541
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|10/01/2009|283.8|O|Travel scholarship for attendance Confer|5801
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|08/05/2009|1734.34|O|Reimbursement attendance-NCSL annual mee|5801
TANYA COOK FOR LEGISLATURE|07CAC01061|01/14/2009|12/31/2008|-5.86|A|math error|5944
TANYA COOK FOR LEGISLATURE|07CAC01061|10/28/2008|10/17/2008|100|O|Refund of Cleaning-fundraiser event|5236
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|03/31/2009|-300|O|return of 08 contribution-over limits|5801
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|08/24/2009|859.41|O|Reimburesment from attendance-MLC meeing|5801
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|01/28/2009|100|O|Refund-rm rental|5801
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|01/31/2012|12/31/2011|-217.25|A|AMOUNT IS ADJUSTMENT COVERED IN LETTER TO FOLLOW TO THE AUDITOR.|12184
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|01/13/2009|12/04/2008|-500|O|Campaign forgave an unpaid pledge|5972
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|04/15/2008|11/22/2007|120|A|canditate fee ne stec of state|6943
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|01/13/2009|12/03/2008|-500|O|Campaign forgave a unpaid pledge|5972
KEN HAAR FOR LEGISLATURE|08CAC01089|01/13/2009|12/31/2008|-200|O|Calculation error correction|5353
KEN HAAR FOR LEGISLATURE|08CAC01089|01/13/2009|10/21/2008|4|A|Return ck fee expenditure omitted |5353
KEN HAAR FOR LEGISLATURE|08CAC01089|10/06/2008|09/30/2008|1.05|A|adjustment-error from Post Primary|6246
KEN HAAR FOR LEGISLATURE|08CAC01089|10/06/2008|09/04/2008|25|O|General Ledger-deposit error|6246
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|05/05/2008|04/15/2008|35.01|A|check printing|4108
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|05/05/2008|04/14/2008|37|A|bank charge|4108
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|04/14/2008|03/14/2008|10|A|bank charge (feb & March)|5645
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|04/14/2008|01/25/2008|25|A|bank charge|5645
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|04/14/2008|01/15/2008|7|A|bank service charge|5645
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|10/06/2008|07/28/2008|3|A|bank service charge|6419
RASMUSSEN FOR LEGISLATURE|08CAC01113|06/16/2008|06/12/2008|.01|O|Expense check reported incorrect amount|6104
RASMUSSEN FOR LEGISLATURE|08CAC01113|06/16/2008|06/12/2008|46.45|O|Deposit made to cover check expense|6104
RASMUSSEN FOR LEGISLATURE|08CAC01113|06/16/2008|06/12/2008|100|O|Cont. not reported on previous report|6104
NEBRASKANS FOR BETTER ORAL HEALTH|08BQC00208|07/23/2009|01/01/2009|123.79|A|refund from media services|6267
NEBRASKANS FOR BETTER ORAL HEALTH|08BQC00208|07/23/2009|10/01/2009|25|A|bank service fee|6267
NEBRASKANS FOR BETTER ORAL HEALTH|08BQC00208|07/23/2009|11/04/2009|3015.69|A|Contrib returned to NE Dental Assn.|6267
SWANSON FOR LEGISLATURE|06CAC00812|02/12/2008|12/31/2007|13.95|A|interest earned|6203
SWANSON FOR LEGISLATURE|06CAC00812|11/01/2006|10/17/2006|6.66|A|INTEREST EARNED|4321
SWANSON FOR LEGISLATURE|06CAC00812|10/10/2006|09/18/2006|12.24|A|INTEREST EARNED|4301
SWANSON FOR LEGISLATURE|06CAC00812|05/03/2006|04/15/2006|1.5|A|INTEREST EARNED|4249
SWANSON FOR LEGISLATURE|06CAC00812|05/03/2006|04/06/2006|20|B|DONATED TO MATT TALBOT KITCHEN|4249
SWANSON FOR LEGISLATURE|06CAC00812|01/17/2007|12/15/2006|3.12|A|INTEREST EARNED|5117
SWANSON FOR LEGISLATURE|06CAC00812|01/17/2007|11/15/2006|4.29|A|INTEREST EARNED|5117
FAMILIES FOR AMENDMENT 5|06BQC00140|01/16/2007|12/31/2006|7|A|ADJUSTMENT|5408
FAMILIES FOR AMENDMENT 5|06BQC00140|01/16/2007|12/31/2006|-15.4|A|BANK SERVICE CHARGES|5408
FAMILIES FOR AMENDMENT 5|06BQC00140|01/16/2007|12/31/2006|810|A|POST OFFICE|5408
FAMILIES FOR AMENDMENT 5|06BQC00140|03/06/2008|12/30/2007|9|A|Bank Service Charges|4756
REIBER FOR SHERIFF |07CAC01011|05/05/2010|02/01/2010|690.53|A|carryover from last campaign|6543
CONCERNED CITIZENS FOR RESPONSIBLE GOV. |07BQC00153|07/03/2007|05/18/2007|50|B|Cash deposited in night depository anony|4916
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/11/2010|03/08/2009|.57|A|accounting error|5661
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/11/2010|03/07/2009|62|A|reissue check 1001|5661
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/11/2010|03/06/2009|62|A|Check 1001 was lost|5661
YES ON 1 |07BQC00175|06/24/2008|06/22/2008|.11|O|never rescinded, it's a cash cont.|5226
YES ON 1 |07BQC00175|06/24/2008|06/23/2008|80|O|this is a inkind cont. ck never cashed|5226
CITIZENS FOR MARVIN|07CAC01043|01/12/2009|11/17/2008|270|O|Returned payment fm. vendor- cal. error|5844
CITIZENS FOR MARVIN|07CAC01043|10/06/2008|09/30/2008|25|O|return Budde & Assoc. contribution|6417
CITIZENS FOR MARVIN|07CAC01043|10/06/2008|09/30/2008|100|O|return avery for legislature contributio|6417
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|12/31/2007|1000|A|contrib rec'd before formation of commit|4893
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|05/28/2007|100|A| contrib rec'd before committee formatio|4893
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|09/29/2007|-294.85|A|misc. expenditures|4893
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|05/23/2007|400|A|deposit to open account|4893
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|10/16/2007|200|A|contrib rec'd before formation of commit|4893
KASCHKE FOR MAYOR|08CAC01086|04/14/2008|03/11/2008|233.75|A|2006 check never cashed, VOIDED|5642
KASCHKE FOR MAYOR|08CAC01086|02/05/2008|01/01/2007|35000|O|loan balance from Legislative committee|5330
KASCHKE FOR MAYOR|08CAC01086|01/14/2009|12/31/2008|100|A|city of north platte deposit returned|5786
KASCHKE FOR MAYOR|08CAC01086|01/14/2009|12/31/2008|15|A|hoak media of ne - refund|5786
KASCHKE FOR MAYOR|08CAC01086|02/05/2008|03/07/2007|2752.19|O|returned non individual contribution|5330
KASCHKE FOR MAYOR|08CAC01086|06/25/2008|06/16/2008|60|A|Recd' refund ck from Hoak for overpymn|5228
NORTH OMAHANS FOR DAVE NEWELL FOR LEGISLATURE|08CAC01100|12/31/2008|12/28/2008|15.12|A|Donated by treasurer to cover bank fees|4609
LARRY BRADLEY FOR NRD|08CAC01231|01/27/2011|12/31/2010|-2|O|Maintenance charge for account @ Bank|9382
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|02/01/2012|12/03/2011|74.88|A|bank account interest earned|12248
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|06/23/2009|04/29/2009|288.5|A|Rec'd deposit back from Mud|5084
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|01/29/2009|12/08/2008|547.16|A|Rfd of overpayment/deposit-campaign even|4803
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|02/02/2010|12/31/2009|.76|A|check writing error|6659
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|03/10/2009|02/18/2009|50|A|return check benson neighborhood|4376
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|03/10/2009|01/07/2009|250|A|return check city of omaha parks|4376
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|01/29/2009|12/31/2008|1.1|A|Credit Allowance from First Nationa Bank|4803
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|01/29/2009|12/16/2008|.5|A|Refund from Hilton Omaha counted-error|4803
JIM SUTTLE FOR MAYOR OF OMAHA|08CAC01237|01/29/2009|12/15/2008|100|A|Return of check/void for support to DNC|4803
CITIZENS FOR QUALITY PARKS AND TRAILS|06BQC00128|02/01/2010|12/31/2009|2.26|A|bank interest|7086
CITIZENS FOR QUALITY PARKS AND TRAILS|06BQC00128|02/01/2010|01/30/2009|20|A|sos biennial report fee|7086
FRIEND FOR CLERK OF THE DISTRICT COURT|06CAC00817|04/29/2010|04/26/2010|82.26|A|Reconciliation of campaign acct.|7162
FRIEND FOR CLERK OF THE DISTRICT COURT|06CAC00817|01/10/2011|11/24/2010|50|A|50.00 REBATE ON COMPUTERS PREV. PERIODS|8805
COMMITTEE TO ELECT MARGARET HORNADY MAYOR|06CAC00819|12/27/2007|03/07/2007|67.93|O|Reimbursement of postage twas overpaid|4436
WALLMAN FOR LEGISLATURE|06CAC00832|01/18/2008|02/02/2007|332.88|A|Refund-security Deposit|5020
WALLMAN FOR LEGISLATURE|06CAC00832|06/19/2006|05/31/2006|126.84|O|Credit to Expenditures for Adv. refund|6491
WALLMAN FOR LEGISLATURE|06CAC00832|01/05/2007|11/30/2006|38|O|Exp credit -refund from NE Broadcasting|4616
ED SCHROCK FOR NPPD BOARD - DISTRICT 6|06CAC00851|01/15/2008|01/01/2007|2159.76|O|Balance due Ed for mileage reimbursement|4454
ED SCHROCK FOR NPPD BOARD - DISTRICT 6|06CAC00851|01/10/2007|11/29/2006|101.66|A|REFUND NE PRESS ADVERTISING|6178
MARC KRAFT FOR LEGISLATURE|06CAC00852|12/26/2007|12/24/2007|100|A| a $100.00 error on previous statement|5436
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|09/12/2006|300|O|CONTRIBUTIONS NOT OVER $250|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|09/30/2006|59.72|O|HWY 77 CAFE RENTAL|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|09/30/2006|125|O|WYMORE COMMUNITY CENTER RENTAL|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|01/23/2007|11/13/2006|175|A|damage deposit returned|5577
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|06/21/2006|05/24/2006|122.46|O|PAYMENT TO VALENTINO'S- ROOM & REFRESHME|6474
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|09/26/2006|82.5|O|WYMORE ARBOR STATE AD|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|08/25/2006|115|O|AVERTISING ON RACE CAR|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|02/04/2008|05/01/2007|332.56|A|transfer to southview baptist church|4764
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|09/30/2006|175|O|WYMORE CENTER DAMAGE DEPOSIT|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|10/10/2006|08/18/2006|150|O|CONTRIBUTION TO CHURCH|4284
RITNOUR FOR GAGE COUNTY ATTORNEY|06CAC00854|05/02/2006|04/13/2006|2000|O|CONTRIBUTION RETURNED NSF|6443
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/23/2008|04/18/2007|14434.88|O|written off by Fieldworks|5911
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|12/31/2006|565.12|A|Reduction in amount owed to Fieldworks|5138
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|09/26/2006|40|A|Sale of supplies|5138
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|09/06/2006|300|A|Sale of phone|5138
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|08/28/2006|1640.54|A|Refund of printing charges|5138
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|08/24/2006|138.73|A|Voided check|5138
CITIZENS FOR LEXINGTON SCHOOLS|06BQC00132|01/31/2007|12/31/2006|441.5|O|overstated previous expenditure|5772
CITIZENS FOR LEXINGTON SCHOOLS|06BQC00132|01/31/2007|07/20/2006|200|O|refund from advertising|5772
ROETHEMEYER FOR COUNTY COMMISSIONER|06CAC00872|01/31/2008|03/02/2007|65|O|refund from advertising |6199
HAFER FOR LEGISLATURE|06CAC00876|06/20/2006|05/03/2006|5|A|FUNDS TRANSFER FEE|5872
HAFER FOR LEGISLATURE|06CAC00876|06/20/2006|04/25/2006|1|A|MEMBERSHIP FEE FOR CREDIT  UNION|5872
AMY LINDSAY FOR MUD BOARD|06CAC00893|01/21/2011|12/31/2010|100|A|CONTRIBUTION NEVER CASHED IN|9223
OWEN FOR COUNTY CLERK|06CAC00896|01/15/2008|01/02/2007|185.13|O|refund from ne broadcasting company|4452
JAYNE SNYDER FOR CITY COUNCIL|08CAC01321|01/25/2011|12/31/2010|-.03|A|calculation error adjustment|9306
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|09/30/2006|2.5|A|BANK SERVICE CHARGE|4291
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|06/20/2006|2.5|A|BANK SERVICE CHARGE|4291
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|01/23/2008|10/01/2007|18.4|A|Bank Service Charges|5913
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|08/25/2006|2.5|A|BANK SERVICE CHARGE|4291
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|07/21/2006|2.5|A|BANK SERVICE CHARGE|4291
MCCOLLISTER FOR PSC|07CAC01064|01/13/2009|12/31/2008|450|A|check dated 5-16-08 450.00 never cashed|4988
C-CARE|06BQC00141|01/30/2008|12/03/2007|1|O|updated voter list|5599
C-CARE|06BQC00141|01/30/2008|10/24/2007|26|O|reimbursement for overpayment|5599
WINTERER FOR STATE BOARD OF EDUCATION|07CAC01065|02/01/2008|12/31/2007|3560.63|O|transfer from Committee to Elect Kerry W|4316
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|06/23/2008|04/29/2008|12.95|A|expenditures for check order|4516
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|10/06/2008|09/19/2008|674.59|A|Correction to doubled Expenditure|5824
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|10/06/2008|09/17/2008|-100|A|Refund to contributor|5824
