Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Microfilm Number|Contributor Name
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|02/09/1994|99PPC00003|01/25/1994|400|4090072|NE DEMOCRATIC PARTY
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|03/10/1994|99PPC00002|02/28/1994|400|4130030|NE REPUBLICAN PARTY
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|04/05/1994|99CAC00236|03/08/1994|250|4210186|SCOTT MOORE COMMITTEE
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|04/05/1994|99CAC00284|03/30/1994|200|4210186|MATZKE FOR LEGISLATURE
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|06/07/1994|99CAC00059|05/17/1994|150|4270229|DAVE MAURSTAD FOR LT. GOVERNOR
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|06/07/1994|99CAC00307|05/27/1994|250|4270229|BOB WICKERSHAM FOR LEGISLATURE
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|09/08/1994|99CAC00301|08/01/1994|24.26|4310200|CITIZENS FOR ROBAK
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|11/03/1994|99CAC00277|10/27/1994|180|4360079|LANDIS FOR PSC
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|02/10/1995|99CAC00145|01/30/1995|100|4420233|BEUTLER FOR GOVERNOR
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|03/08/1995|99PPC00003|02/20/1995|400|4440093|NE DEMOCRATIC PARTY
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|03/08/1995|99PPC00002|02/20/1995|400|4440093|NE REPUBLICAN PARTY
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|09/06/1995|99CAC00507|08/29/1995|100|4570043|CINDY JOHNSON FOR CITY COUNCIL
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|11/06/1995|99CAC00301|10/25/1995|250|4570245|CITIZENS FOR ROBAK
KNUDSEN, BERKHEIMER, RICHARDSON & ENDACOTT|99CUA00395|12/11/1995|99CAC00250|11/08/1995|100|4580139|CITIZENS FOR CROSBY
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|02/13/1997|99CAC00254|04/02/1996|1500|4940043|COMMITTEE TO ELECT THOMAS F. DOWD
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|02/13/1997|99CAC00254|11/05/1996|917.5|4940043|COMMITTEE TO ELECT THOMAS F. DOWD
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|04/07/2000|99CAC00313|03/07/2000|1500|5910018|HASSETT FOR MUD COMMITTEE
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|04/07/2000|99CAC00454|03/07/2000|1500|5910018|MARK KAY BEGLEY FOR MUD (DON'T USE)
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|07/25/2000|99CAC00483|07/12/2000|2500|5970013|BEGLEY FOR MUD BOARD
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|07/25/2000|99CAC00313|07/12/2000|2500|5970013|HASSETT FOR MUD COMMITTEE
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|04/16/2001|99CAC00442|04/03/2001|1000|6160178|MICHAEL G. FAHEY FOR MAYOR
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|01/10/2003|99CAC00634|11/05/2002|1000|6480223|JOHN STRAWN FOR CITY COUNCIL
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|07/01/2004|99CAC00199|06/01/2004|1500|6820164|DOYLE FOR MUD COMMITTEE
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|07/20/2004|99CAC00199|07/13/2004|1500|6830065|DOYLE FOR MUD COMMITTEE
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|10/28/2004|99CAC00214|10/06/2004|1500|6870103|CAMPAIGN TO ELECT JACK FROST
I.B.E.W. LOCAL 1521  (OMAHA)|99CUA00397|01/27/2005|99CAC00690|01/11/2005|3000|6910160|FRIEND FOR MAYOR
OMAHA EDUCATION ASSOCIATION|99CUA00398|01/30/1992|99PPC00023|01/10/1992|240|3560113|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/25/1993|99PPC00023|02/12/1993|350|3870027|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/10/1994|99PPC00023|02/08/1994|350|4090082|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/18/1994|99PPC00002|02/14/1994|119.64|4100047|NE REPUBLICAN PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|03/08/1995|99PPC00023|02/14/1995|350|4440098|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|03/08/1995|99PPC00024|02/17/1995|120|4440098|DOUGLAS COUNTY REPUBLICAN PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/27/1996|99PPC00023|02/17/1996|400|4640110|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|03/28/1996|99PPC00002|03/21/1996|400|4680246|NE REPUBLICAN PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/19/1997|99PPC00023|02/06/1997|400|4940143|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|04/10/1997|99PPC00002|03/13/1997|400|5050100|NE REPUBLICAN PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|01/15/1998|99PPC00023|01/12/1998|400|5160099|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|03/18/1998|99PPC00002|03/05/1998|400|5280238|NE REPUBLICAN PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|08/21/1998|99BQC00007|08/14/1998|60000|5430081|NEBRASKANS FOR THE GOOD LIFE (DISSOLVED)
OMAHA EDUCATION ASSOCIATION|99CUA00398|01/21/1999|99PPC00023|01/14/1999|400|5570038|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/28/2000|99PPC00023|02/15/2000|400|5840120|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/22/2001|99PPC00023|02/14/2001|500|6050180|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/05/2002|99PPC00023|01/31/2002|250|6270224|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|01/12/2004|99PPC00023|01/09/2004|250|6650208|DOUGLAS COUNTY DEMOCRATIC PARTY
OMAHA EDUCATION ASSOCIATION|99CUA00398|02/14/2005|99PPC00023|01/01/2005|250|6930071|DOUGLAS COUNTY DEMOCRATIC PARTY
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|03/07/1986|99CAC00303|02/11/1986|200|1980246|ROTH FOR SHERIFF COMMITTEE
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/05/1986|99CAC00145|04/16/1986|100|2100143|BEUTLER FOR GOVERNOR
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/05/1986|99CAC00051|04/15/1986|50|2100143|JOHN GREEN FOR OPPD COMMITTEE
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/16/1996|99CAC00140|09/12/1995|250|4770108|SUBBY ANZALDO FOR CITY COUNCIL
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/24/1996|99CAC00305|03/29/1996|100|4770207|WEBER FOR OPPD
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/24/1996|99CAC00255|01/01/1996|750|4770207|DUDA FOR COUNTY BOARD
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|04/01/1997|99CAC00140|03/26/1997|300|5040072|SUBBY ANZALDO FOR CITY COUNCIL
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/02/1997|99CAC00251|04/15/1997|700|5070196|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|04/22/1998|99CAC00184|04/06/1998|100|5330246|HOPPNER FOR GOVERNOR, INC.
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|04/22/1998|99CAC00184|04/17/1998|200|5330246|HOPPNER FOR GOVERNOR, INC.
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|04/22/1998|99CAC00069|11/25/1997|100|5330246|COMMITTEE TO ELECT GEORGE MILLS
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|08/05/1998|99CAC00184|07/29/1998|250|5420193|HOPPNER FOR GOVERNOR, INC.
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|09/15/1998|99CAC00184|09/01/1998|200|5440139|HOPPNER FOR GOVERNOR, INC.
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|10/09/1998|99CAC00069|09/23/1998|200|5470087|COMMITTEE TO ELECT GEORGE MILLS
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|08/26/1999|99BQC00034|08/13/1999|500|5750106|YES ON SCHOOLS COMMITTEE
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|08/26/1999|99CAC00072|07/26/1999|100|5750106|ROGER MORRISSEY FOR DOUGLAS COUNTY ASSESSOR
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|12/08/1999|99CAC00251|12/01/1999|1000|5770035|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|10/10/2000|99CAC00251|05/05/2000|100|5990015|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|10/10/2000|99CAC00255|09/27/2000|500|5990016|DUDA FOR COUNTY BOARD
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|07/16/2001|99CAC00526|07/12/2001|100|6200245|FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|04/22/2002|99CAC00582|04/05/2002|500|6390027|HOWARD HAWKS FOR REGENT
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|05/07/2002|99CAC00568|05/06/2002|100|6400150|TAXPAYERS FOR MILLS
ALL MAKES OFFICE EQUIPMENT CO.|99CUA00401|11/05/2002|99BQC00078|10/25/2002|1000|6470062|NEIGHBORS VOTING NO ON CITY CHARTER AMENDMENT
DUDA COMPANY, THE|99CUA00402|10/30/1996|99CAC00255|10/19/1996|1000|4860193|DUDA FOR COUNTY BOARD
DUDA COMPANY, THE|99CUA00402|09/21/2000|99CAC00255|05/12/2000|1000|5970228|DUDA FOR COUNTY BOARD
DUDA COMPANY, THE|99CUA00402|09/21/2000|99CAC00255|09/16/2000|1000|5970228|DUDA FOR COUNTY BOARD
DUDA COMPANY, THE|99CUA00402|05/06/2004|99CAC00255|04/17/2004|2000|6800022|DUDA FOR COUNTY BOARD
DUDA COMPANY, THE|99CUA00402|09/29/2004|99CAC00664|09/21/2004|250|6850030|COMMITTEE TO ELECT RICK GALUSHA
DUDA COMPANY, THE|99CUA00402|09/29/2004|99CAC00255|09/21/2004|1000|6850030|DUDA FOR COUNTY BOARD
ALLEN OIL CO.|99CUA00403|01/23/1992|99CAC00255|01/16/1992|500|3550108|DUDA FOR COUNTY BOARD
ALLEN OIL CO.|99CUA00403|07/27/1992|99CAC00255|01/16/1992|500|3760127|DUDA FOR COUNTY BOARD
ALLEN OIL CO.|99CUA00403|01/29/1993|99CAC00255|08/31/1992|250|3850064|DUDA FOR COUNTY BOARD
ALLEN OIL CO.|99CUA00403|01/31/1997|99CAC00255|10/21/1997|250|4930008|DUDA FOR COUNTY BOARD
MILLARD LUMBER INC.|99CUA00404|11/05/1985|99CAC00176|10/17/1985|50|1900223|PIRSCH FOR LEGISLATURE (OLD, DON'T USE)
MILLARD LUMBER INC.|99CUA00404|03/04/1986|99CAC00303|02/03/1986|50|1980238|ROTH FOR SHERIFF COMMITTEE
MILLARD LUMBER INC.|99CUA00404|08/04/1986|99PPC00024|07/17/1986|50|2170042|DOUGLAS COUNTY REPUBLICAN PARTY
MILLARD LUMBER INC.|99CUA00404|01/14/1987|99PPC00002|01/08/1986|250|5750015|NE REPUBLICAN PARTY
MILLARD LUMBER INC.|99CUA00404|10/08/1987|99CAC00334|09/10/1987|50|2460009|TAKECHI FOR CITY COUNCIL COMMITTEE
MILLARD LUMBER INC.|99CUA00404|04/06/1989|99CAC00140|03/04/1989|50|2860129|SUBBY ANZALDO FOR CITY COUNCIL
MILLARD LUMBER INC.|99CUA00404|04/06/1989|99CAC00334|03/17/1989|50|2860129|TAKECHI FOR CITY COUNCIL COMMITTEE
MILLARD LUMBER INC.|99CUA00404|05/03/1989|99CAC00140|04/19/1989|100|2880173|SUBBY ANZALDO FOR CITY COUNCIL
MILLARD LUMBER INC.|99CUA00404|10/04/1990|99CAC00113|09/18/1990|50|3240232|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
MILLARD LUMBER INC.|99CUA00404|06/28/1991|99CAC00337|06/27/1991|100|3500192|LEE TERRY FOR CITY COUNCIL
MILLARD LUMBER INC.|99CUA00404|02/07/1992|99PPC00024|01/28/1992|100|3570062|DOUGLAS COUNTY REPUBLICAN PARTY
MILLARD LUMBER INC.|99CUA00404|05/11/1992|99CAC00051|04/20/1992|50|3730004|JOHN GREEN FOR OPPD COMMITTEE
MILLARD LUMBER INC.|99CUA00404|05/11/1992|99PAC00010|04/22/1992|100|3730004|HOME PAC
MILLARD LUMBER INC.|99CUA00404|03/04/1993|99CAC00140|02/05/1993|50|3880067|SUBBY ANZALDO FOR CITY COUNCIL
MILLARD LUMBER INC.|99CUA00404|03/04/1993|99CAC00113|02/17/1993|50|3880067|DON STENBERG FOR ATTORNEY GENERAL COMMITTEE
MILLARD LUMBER INC.|99CUA00404|05/11/1993|99PAC00025|04/28/1993|52|3980079|GOVERNOR'S COUNCIL
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|09/25/1992|99PPC00023|01/14/1991|600|3770147|DOUGLAS COUNTY DEMOCRATIC PARTY
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|10/09/1992|99CAC00307|09/18/1992|500|3780189|BOB WICKERSHAM FOR LEGISLATURE
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|10/09/1992|99CAC00017|09/22/1992|100|3780189|NORTH LINCOLN VOTERS FOR LANDIS
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|11/10/1992|99CAC00209|10/14/1992|500|3810175|ROD JOHNSON FOR PSC
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|11/10/1992|99CAC00141|10/29/1992|400|3810175|MIKE AVERY FOR LEGISLATURE
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|11/10/1992|99CAC00289|10/07/1992|500|3810175|MAXINE MOUL FOR LT. GOVERNOR
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|11/10/1992|99CAC00142|10/09/1992|500|3810175|BAACK FOR GOOD GOVERNMENT
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|12/09/1992|99CAC00344|11/05/1992|500|3820140|KATHLEEN WITEK FOR LEGISLATURE
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|12/09/1992|99CAC00178|11/19/1992|500|3820140|PEOPLE FOR PREISTER
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|01/11/1993|99CAC00176|12/01/1992|90|3840096|PIRSCH FOR LEGISLATURE (OLD, DON'T USE)
U S WEST COMMUNICATIONS SERVICES, INC.|99CUA00459|01/11/1993|99CAC00344|12/02/1992|100|3840096|KATHLEEN WITEK FOR LEGISLATURE
LEHR, INC.|99CUA00308|06/26/1989|99PPC00002|06/22/1989|36.5|2910036|NE REPUBLICAN PARTY
HAYTHORN LAND AND CATTLE COMPANY|99CUA00311|03/30/1998|99CAC00190|03/15/1998|20|5310097|NEBRASKANS FOR JON CHRISTENSEN COMMITTEE
GARY'S IMPLEMENT, INC.|99CUA00313|09/12/1984|99PPC00002|08/31/1984|15|1700178|NE REPUBLICAN PARTY
GARY'S IMPLEMENT, INC.|99CUA00313|11/12/1986|99PPC00002|10/27/1986|10|2240111|NE REPUBLICAN PARTY
GARY'S IMPLEMENT, INC.|99CUA00313|06/26/1996|99BQC00017|04/30/1996|250|4800226|PROPERTY TAX RELIEF AMENDMENT
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|07/29/1991|99CAC00290|06/11/1991|2000|3510128|BEN NELSON FOR GOVERNOR
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|02/02/1995|99CAC00251|11/30/1994|1000|4420162|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|02/07/1995|99CAC00251|02/01/1995|250|4420234|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|03/24/1997|99CAC00251|03/17/1997|1000|5010100|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|11/12/1997|99CAC00251|11/05/1997|1000|5130228|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|01/22/1998|99CAC00251|01/14/1998|1000|5170161|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|05/01/2000|99BQC00038|04/20/2000|1000|5930142|BUILD IT OMAHA COMMITTEE
METROPOLITAN OMAHA BUILDERS ASSOCIATION|99CUA00319|03/07/2005|99BQC00101|02/14/2005|2500|0      |CITIZENS FOR MILLARD PUBLIC SCHOOLS (2005)
J. C. PENNEY COMPANY, INC|99CUA00320|06/07/1993|99CAC00290|05/26/1993|200|3990025|BEN NELSON FOR GOVERNOR
J. C. PENNEY COMPANY, INC|99CUA00320|12/12/1994|99CAC00290|11/01/1994|1000|4380135|BEN NELSON FOR GOVERNOR
J. C. PENNEY COMPANY, INC|99CUA00320|07/10/1995|99CAC00195|06/14/1995|200|4560137|DIERKS FOR LEGISLATURE (2002)
J. C. PENNEY COMPANY, INC|99CUA00320|07/10/1995|99CAC00250|06/21/1995|300|4560137|CITIZENS FOR CROSBY
J. C. PENNEY COMPANY, INC|99CUA00320|07/10/1995|99CAC00327|06/21/1995|200|4560137|SCHIMEK FOR LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|07/10/1995|99CAC00321|06/23/1995|300|4560137|RAMON JANSSEN FOR STATE LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|08/08/1995|99CAC00205|07/03/1995|200|4560235|JIM JENSEN FOR LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|08/08/1995|99CAC00059|07/07/1995|100|4560235|DAVE MAURSTAD FOR LT. GOVERNOR
J. C. PENNEY COMPANY, INC|99CUA00320|08/08/1995|99CAC00276|07/25/1995|100|4560235|KRISTENSEN FOR LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|08/08/1995|99CAC00176|07/25/1995|100|4560235|PIRSCH FOR LEGISLATURE (OLD, DON'T USE)
J. C. PENNEY COMPANY, INC|99CUA00320|12/01/1997|99CAC00006|11/25/1997|200|5140053|CITIZENS FOR WESELY
J. C. PENNEY COMPANY, INC|99CUA00320|10/26/1998|99CAC00035|10/06/1998|100|5500225|KERMIT BRASHEAR FOR LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|10/26/1998|99CAC00205|10/06/1998|100|5500225|JIM JENSEN FOR LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|10/26/1998|99CAC00086|10/06/1998|100|5500225|RAIKES FOR LEGISLATURE
J. C. PENNEY COMPANY, INC|99CUA00320|10/26/1998|99CAC00117|10/06/1998|100|5500225|THOMPSON FOR LEGISLATURE
NE LOTTERY OPERATORS|99CUA00322|05/18/1998|99BQC00003|05/14/1998|500|5380055|CITIZENS FOR LOCAL OPTION AND CONTROL COMMITTEE
ABC CONSTRUCTION CO., INC.|99CUA00323|06/05/1996|99CAC00269|04/07/1996|200|4780214|HALL FOR OPPD BOARD
BRONCO'S HOLDING COMPANY|99CUA00324|11/13/1992|99CAC00307|11/02/1992|100|3810122|BOB WICKERSHAM FOR LEGISLATURE
BRONCO'S HOLDING COMPANY|99CUA00324|11/13/1992|99CAC00347|10/31/1992|100|3810122|COMMITTEE TO ELECT CAROLE WOODS HARRIS
BRONCO'S HOLDING COMPANY|99CUA00324|11/13/1992|99CAC00279|11/02/1992|100|3810122|DAN LYNCH FOR LEGISLATURE
BRONCO'S HOLDING COMPANY|99CUA00324|11/13/1992|99CAC00287|11/02/1992|100|3810122|MORRISSEY FOR LEGISLATURE
BRONCO'S HOLDING COMPANY|99CUA00324|06/05/1996|99CAC00269|03/14/1996|200|4780224|HALL FOR OPPD BOARD
BRONCO'S HOLDING COMPANY|99CUA00324|08/29/1996|99CAC00300|03/15/1996|400|4820181|COMMITTEE TO ELECT THOMAS RILEY
BRONCO'S HOLDING COMPANY|99CUA00324|12/22/1997|99CAC00206|12/18/1997|250|5140149|CHRIS JERRAM FOR NRD
BRONCO'S HOLDING COMPANY|99CUA00324|01/22/1998|99CAC00206|12/30/1997|250|5170150|CHRIS JERRAM FOR NRD
BRONCO'S HOLDING COMPANY|99CUA00324|08/21/1998|99CAC00202|08/19/1998|20|5430072|COMMITTEE TO ELECT ECCLES
BRONCO'S HOLDING COMPANY|99CUA00324|10/20/1998|99CAC00206|10/13/1998|250|5480086|CHRIS JERRAM FOR NRD
BRONCO'S HOLDING COMPANY|99CUA00324|11/04/1998|99CAC00202|10/28/1998|200|5510242|COMMITTEE TO ELECT ECCLES
BRONCO'S HOLDING COMPANY|99CUA00324|02/07/2000|99CAC00428|02/04/2000|100|5810140|MIKE BOYLE FOR COUNTY BOARD
BRONCO'S HOLDING COMPANY|99CUA00324|09/25/2000|99CAC00442|09/18/2000|500|5970250|MICHAEL G. FAHEY FOR MAYOR
BRONCO'S HOLDING COMPANY|99CUA00324|04/10/2001|99PPC00003|12/08/2000|1000|6160047|NE DEMOCRATIC PARTY
BRONCO'S HOLDING COMPANY|99CUA00324|05/24/2001|99CAC00442|05/14/2001|250|6180247|MICHAEL G. FAHEY FOR MAYOR
SWEET-HOWLAND, P.C.|99CUA00325|05/24/1989|99PPC00023|02/02/1989|108|2900014|DOUGLAS COUNTY DEMOCRATIC PARTY
SWEET-HOWLAND, P.C.|99CUA00325|06/10/1996|99CAC00269|04/08/1996|200|4790125|HALL FOR OPPD BOARD
SWEET-HOWLAND, P.C.|99CUA00325|07/10/1996|99CAC00269|06/21/1996|100|4810150|HALL FOR OPPD BOARD
AIRSAFE ENVIRONMENTAL|99CUA00326|07/12/1996|99CAC00269|06/21/1996|100|4810124|HALL FOR OPPD BOARD
FERNANDO'S  (352, INC. DBA)|99CUA00329|07/18/1996|99CAC00269|06/21/1996|225|4810189|HALL FOR OPPD BOARD
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|11/04/1996|99CAC00300|10/09/1996|100|4870228|COMMITTEE TO ELECT THOMAS RILEY
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|11/04/1996|99CAC00269|10/09/1996|100|4870228|HALL FOR OPPD BOARD
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|01/22/1998|99PPC00023|01/21/1998|160|5170162|DOUGLAS COUNTY DEMOCRATIC PARTY
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|05/08/1998|99CAC00184|04/17/1998|100|5360112|HOPPNER FOR GOVERNOR, INC.
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|05/08/1998|99CAC00061|04/17/1998|200|5360112|MCFARLAND FOR GOVERNOR
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|05/08/1998|99CAC00043|04/17/1998|175|5360112|HAHN FOR STATE AUDITOR
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|05/08/1998|99CAC00051|04/23/1998|500|5360112|JOHN GREEN FOR OPPD COMMITTEE
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|07/06/1998|99CAC00032|06/11/1998|200|5410189|MARY ANN BORGESON FOR COUNTY BOARD
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|09/02/1998|99PPC00003|08/17/1998|100|5430240|NE DEMOCRATIC PARTY
MILLWRIGHT & MACHINERY ERECTORS LOCAL UNION #1463|99CUA00330|04/26/1999|99CAC00006|04/16/1999|250|5710108|CITIZENS FOR WESELY
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|09/24/1997|99PPC00003|08/28/1996|140|5120235|NE DEMOCRATIC PARTY
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|02/04/1998|99PPC00023|01/14/1998|240|5210055|DOUGLAS COUNTY DEMOCRATIC PARTY
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|04/01/1998|99CAC00083|03/24/1998|100|5310105|POTTER FOR LEGISLATURE
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|04/01/1998|99PPC00003|03/31/1998|150|5310105|NE DEMOCRATIC PARTY
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|04/09/1998|99CAC00032|06/20/1997|300|5320091|MARY ANN BORGESON FOR COUNTY BOARD
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|05/04/1998|99CAC00202|04/22/1998|100|5360105|COMMITTEE TO ELECT ECCLES
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|05/04/1998|99CAC00184|04/29/1998|500|5360105|HOPPNER FOR GOVERNOR, INC.
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|06/01/1998|99CAC00033|05/05/1998|200|5380212|BOURNE FOR LEGISLATURE
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|06/01/1998|99CAC00032|05/11/1998|400|5380212|MARY ANN BORGESON FOR COUNTY BOARD
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|07/10/1998|99CAC00184|06/30/1998|200|5410173|HOPPNER FOR GOVERNOR, INC.
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|09/02/1998|99PPC00003|08/27/1998|120|5430234|NE DEMOCRATIC PARTY
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS#19|99CUA00331|09/02/1998|99CAC00202|08/27/1998|300|5430234|COMMITTEE TO ELECT ECCLES
