Committee Name|Committee ID|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Type of Contributor|PAC ID|Description Of Services|PAC Name
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/21/1993|09/21/1993|4010055|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |10/22/1993|10/25/1993|4010178|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |11/12/1993|11/15/1993|4020010|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |01/18/1994|01/19/1994|4050185|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |01/28/1994|01/31/1994|4060241|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/16/1994|02/17/1994|4100044|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/23/1994|02/24/1994|4110013|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/04/1994|03/07/1994|4120004|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/17/1994|03/18/1994|4150167|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |04/11/1994|04/14/1994|4230030|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |05/17/1994|05/18/1994|4260198|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |06/20/1994|06/21/1994|4290176|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |07/01/1994|07/05/1994|4290233|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/01/1994|09/02/1994|4310155|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/15/1994|09/19/1994|4310231|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/28/1994|09/29/1994|4320070|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |10/27/1994|10/28/1994|4340177|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |11/08/1994|11/09/1994|4370001|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |11/09/1994|11/10/1994|4360250|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |11/18/1994|11/03/1995|4370078|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/07/1995|10/16/1995|4420227|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/07/1995|10/16/1995|4440086|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |04/27/1995|10/16/1995|4540024|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |08/21/1995|10/13/1995|4570012|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/28/1995|10/13/1995|4570088|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |12/08/1995|12/11/1995|4580109|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |12/18/1995|12/26/1995|4580177|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |01/23/1996|01/30/1996|4600202|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/27/1996|03/04/1996|4640086|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |05/23/1996|05/24/1996|4770212|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |08/16/1996|08/15/1996|4820116|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/06/1996|09/04/1996|4820216|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |10/09/1996|10/08/1996|4840145|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |11/13/1996|11/12/1996|4880119|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |12/10/1996|12/09/1996|4890160|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |01/10/1997|01/09/1997|4910136|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/11/1997|02/10/1997|4940036|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/11/1997|03/10/1997|4960234|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/14/1997|03/13/1997|4960235|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/25/1997|03/24/1997|5010087|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/31/1997|03/28/1997|5040086|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |04/21/1997|04/18/1997|5060156|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |05/07/1997|05/06/1997|5080150|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |06/13/1997|06/12/1997|5100144|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |11/06/1997|11/05/1997|5130178|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |12/05/1997|12/04/1997|5140048|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/03/1998|02/02/1998|5210048|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/10/1998|02/09/1998|5220121|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/12/1998|02/11/1998|5220122|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |02/19/1998|02/18/1998|5230231|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |03/20/1998|03/19/1998|5280225|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |04/16/1998|04/15/1998|5330151|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |05/05/1998|05/04/1998|5360088|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |05/26/1998|05/22/1998|5380130|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/18/1998|09/17/1998|5440152|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |09/22/1998|09/21/1998|5440222|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/1999|        |01/04/1999|12/31/1998|5550233|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|05/10/1999|SHELLYS |05/04/1999|05/04/1999|5720006|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|09/27/1999|SHELLYS |09/22/1999|09/21/1999|5750237|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|11/01/1999|SERENAD |10/26/1999|10/25/1999|5760113|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|11/08/1999|SERENAD |11/05/1999|11/04/1999|5760141|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|12/06/1999|KIMH    |12/02/1999|12/01/1999|5770011|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|08/18/2000|SERENAD |12/06/1999|12/07/1999|0      |C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|01/24/2000|SERENAD |01/20/2000|01/19/2000|5790013|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|06/19/2000|SERENAD |06/16/2000|06/15/2000|5950151|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|07/17/2000|GARYA   |07/10/2000|07/10/2000|5960195|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|10/02/2000|KAREN   |09/26/2000|09/25/2000|5980001|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|12/12/2000|KAREN   |12/06/2000|12/05/2000|6010191|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|12/27/2000|KAREN   |12/18/2000|12/14/2000|6020018|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|02/05/2001|KAREN   |01/04/2001|01/03/2001|6020130|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/02/2001|PATTIEV |03/19/2001|03/16/2001|6100241|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/12/2001|KAREN   |04/02/2001|03/30/2001|6150190|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|06/11/2001|PATTIEV |06/07/2001|06/06/2001|6190128|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|07/30/2001|TERII   |07/25/2001|07/24/2001|6210031|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|12/03/2001|TERII   |11/13/2001|11/09/2001|6220117|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|01/07/2002|TERII   |01/04/2002|01/03/2002|6230038|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|02/19/2002|TERII   |02/14/2002|02/13/2002|6280175|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|02/25/2002|TERII   |02/20/2002|02/18/2002|6290091|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|02/25/2002|TERII   |02/21/2002|02/20/2002|6290092|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/01/2002|TERII   |03/27/2002|03/25/2002|6360077|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/08/2002|TERII   |04/03/2002|04/02/2002|6370020|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|05/31/2002|TERII   |05/30/2002|05/29/2002|6410054|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|07/29/2002|TERII   |07/25/2002|07/24/2002|6430016|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|08/05/2002|TERII   |07/30/2002|07/29/2002|6430050|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|08/26/2002|TERII   |08/22/2002|08/21/2002|6430130|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|10/15/2002|TERII   |10/08/2002|10/07/2002|6450021|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|07/14/2003|PATTIEV |07/11/2003|07/10/2003|6630078|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|11/24/2003|SERENAD |11/19/2003|11/19/2003|6640110|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|03/11/2004|PATTIEV |02/23/2004|02/20/2004|6690137|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|04/27/2004|CHERYLD |04/20/2004|04/19/2004|6780226|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|06/07/2004|CHERYLD |06/01/2004|05/28/2004|6810043|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|07/08/2004|SERENAD |07/01/2004|06/30/2004|6820159|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|09/13/2004|CORIEJ  |09/07/2004|09/03/2004|6840109|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|09/13/2004|CORIEJ  |09/07/2004|09/03/2004|6840110|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|11/08/2004|SERENAD |11/02/2004|11/01/2004|6870210|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|12/13/2004|SERENAD |12/07/2004|12/06/2004|6880172|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|12/13/2004|SERENAD |12/07/2004|12/06/2004|6880173|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|01/18/2005|CORIEJ  |01/10/2005|01/07/2005|6900166|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|03/07/2005|CORIEJ  |03/01/2005|02/28/2005|6930246|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|03/07/2005|CORIEJ  |03/02/2005|02/28/2005|6930247|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|04/12/1999|        |09/06/1996|09/05/1996|4820226|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|03/25/2002|TERII   |03/20/2002|03/19/2002|6340205|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|12/16/2002|SERENAD |12/10/2002|12/09/2002|6470231|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|02/10/2003|SERENAD |02/04/2003|02/03/2003|6510045|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|02/24/2003|SERENAD |02/19/2003|02/18/2003|6510153|C|          ||
NE STATE BANK OF OMAHA|99CUA00202|06/10/2003|SERENAD |06/03/2003|06/02/2003|6620153|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |11/15/1994|08/30/1995|4370080|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |04/08/1996|04/19/1996|4730219|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |06/05/1996|06/05/1996|4780234|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |03/07/1997|03/06/1997|4950177|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |05/07/1997|05/05/1997|5080153|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |06/06/1997|06/05/1997|5100076|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |06/19/1997|06/18/1997|5100249|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |07/08/1997|07/07/1997|5110122|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |11/12/1997|11/11/1997|5130216|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |02/03/1998|02/02/1998|5210050|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |05/11/1998|05/08/1998|5370127|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |10/13/1998|10/13/1998|5470111|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |11/10/1998|11/09/1998|5520180|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/1999|        |12/30/1998|12/29/1998|5540127|C|          ||
FRASER STRYKER PC LLO|99CUA00203|09/13/1999|SHELLYS |09/08/1999|09/07/1999|5750177|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/25/2000|KIMH    |04/20/2000|04/19/2000|5920046|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/21/2001|KAREN   |02/14/2001|02/12/2001|6050124|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/12/2001|KAREN   |04/02/2001|03/29/2001|6150192|C|          ||
FRASER STRYKER PC LLO|99CUA00203|05/29/2001|SERENAD |05/25/2001|05/24/2001|6190003|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/11/2002|TERII   |02/07/2002|02/08/2002|6270209|C|          ||
FRASER STRYKER PC LLO|99CUA00203|06/24/2002|TERII   |06/21/2002|06/20/2002|6410226|C|          ||
FRASER STRYKER PC LLO|99CUA00203|08/26/2002|TERII   |08/21/2002|08/20/2002|6430131|C|          ||
FRASER STRYKER PC LLO|99CUA00203|08/30/2002|TERII   |08/28/2002|08/27/2002|6430156|C|          ||
FRASER STRYKER PC LLO|99CUA00203|03/03/2004|PATTIEV |02/09/2004|02/06/2004|6680132|C|          ||
FRASER STRYKER PC LLO|99CUA00203|03/11/2004|PATTIEV |02/24/2004|02/23/2004|6690138|C|          ||
FRASER STRYKER PC LLO|99CUA00203|04/27/2004|CHERYLD |04/22/2004|04/21/2004|6780228|C|          ||
FRASER STRYKER PC LLO|99CUA00203|08/02/2004|SERENAD |07/26/2004|07/23/2004|6830107|C|          ||
FRASER STRYKER PC LLO|99CUA00203|09/20/2004|CORIEJ  |09/15/2004|09/14/2004|6840167|C|          ||
FRASER STRYKER PC LLO|99CUA00203|10/13/2004|CORIEJ  |10/05/2004|10/04/2004|6850192|C|          ||
FRASER STRYKER PC LLO|99CUA00203|12/06/2004|SERENAD |12/02/2004|12/01/2004|6880134|C|          ||
FRASER STRYKER PC LLO|99CUA00203|12/27/2004|PATTIEV |12/22/2004|12/21/2004|6890013|C|          ||
FRASER STRYKER PC LLO|99CUA00203|01/18/2005|CORIEJ  |01/14/2005|01/13/2005|6900167|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/24/2005|CORIEJ  |02/02/2005|02/01/2005|6920103|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/24/2005|CORIEJ  |02/18/2005|02/17/2005|6930064|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/28/2005|CORIEJ  |02/23/2005|02/22/2005|6930112|C|          ||
FRASER STRYKER PC LLO|99CUA00203|02/28/2005|CORIEJ  |02/24/2005|02/22/2005|6930113|C|          ||
SURGICAL IMAGES, P.C.|99CUA00204|04/12/1999|        |10/09/1998|10/08/1998|5460162|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |08/28/1996|08/27/1996|4820190|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |02/27/1997|02/26/1997|4950006|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |04/04/1997|04/03/1997|5040098|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |04/29/1997|04/28/1997|5070233|C|          ||
MARSHALL-HEATH COMPANY II|99CUA00205|04/12/1999|        |01/30/1998|01/29/1998|5190071|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |10/30/1996|10/29/1996|4860205|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |03/12/1997|03/11/1997|4960243|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |04/07/1997|04/03/1997|5050086|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |04/16/1997|04/15/1997|5060028|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |04/21/1997|04/18/1997|5060162|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |05/07/1997|05/05/1997|5080170|C|          ||
KUTAK ROCK|99CUA00206|04/12/1999|        |11/02/1998|10/29/1998|5520036|C|          ||
KUTAK ROCK|99CUA00206|05/15/2000|SERENAD |05/09/2000|05/08/2000|5940061|C|          ||
KUTAK ROCK|99CUA00206|07/05/2002|TERII   |07/01/2002|06/28/2002|6420174|C|          ||
KUTAK ROCK|99CUA00206|03/03/2004|PATTIEV |02/11/2004|02/10/2004|6680116|C|          ||
KUTAK ROCK|99CUA00206|03/07/2005|CORIEJ  |03/03/2005|03/02/2005|6940007|P|          ||
INACOM CORPORATION|99CUA00207|04/12/1999|        |04/22/1997|04/21/1997|5060160|C|          ||
INACOM CORPORATION|99CUA00207|04/12/1999|        |08/05/1998|08/03/1998|5420214|C|          ||
INACOM CORPORATION|99CUA00207|04/12/1999|        |01/12/1999|01/11/1999|5560132|C|          ||
INACOM CORPORATION|99CUA00207|05/17/1999|SHELLYS |05/12/1999|05/10/1999|5720151|C|          ||
INACOM CORPORATION|99CUA00207|07/26/1999|SHELLYS |07/23/1999|07/22/1999|5740196|C|          ||
INACOM CORPORATION|99CUA00207|07/26/1999|SHELLYS |07/23/1999|07/22/1999|5740197|C|          ||
FLINN PAVING CO., INC.|99CUA00210|04/12/1999|        |05/16/1996|05/24/1996|4770120|C|          ||
FLINN PAVING CO., INC.|99CUA00210|04/12/1999|        |03/07/1997|03/06/1997|4950174|C|          ||
HORGAN DEVELOPMENT COMPANY|99CUA00211|04/12/1999|        |04/08/1996|04/24/1996|4730227|C|          ||
HORGAN DEVELOPMENT COMPANY|99CUA00211|02/05/2001|KAREN   |01/10/2001|01/08/2001|6030020|C|          ||
BROADMOOR DEVELOPMENT CO., INC.|99CUA00212|05/22/2000|SERENAD |05/16/2000|05/15/2000|5940174|C|          ||
BROADMOOR DEVELOPMENT CO., INC.|99CUA00212|06/11/2001|PATTIEV |06/07/2001|06/06/2001|6190124|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/12/1999|        |03/22/1996|03/26/1996|4660135|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/12/1999|        |05/31/1996|05/31/1996|4780117|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/12/1999|        |09/12/1996|09/11/1996|4830048|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/06/2001|KAREN   |03/26/2001|03/19/2001|6130181|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|05/21/2001|SERENAD |05/14/2001|05/09/2001|6180219|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|04/01/2002|TERII   |03/25/2002|03/22/2002|6360076|C|          ||
DAN WITT BUILDERS, INC.|99CUA00213|08/05/2002|TERII   |07/30/2002|07/29/2002|6430048|C|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |04/10/1989|05/30/1996|2870013|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/04/1989|05/30/1996|2880191|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |06/05/1989|05/30/1996|2900133|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/10/1993|05/30/1996|3980087|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |04/06/1994|05/30/1996|4210214|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/04/1994|05/30/1996|4250215|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |10/06/1994|05/30/1996|4320212|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/03/1994|05/30/1996|4360098|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |03/03/1995|05/30/1996|4430157|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |07/06/1995|05/30/1996|4560104|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/03/1995|05/30/1996|4570218|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/03/1996|05/30/1996|4760002|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/04/1996|11/01/1996|4880038|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/05/1997|05/02/1997|5080204|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |06/03/1997|06/02/1997|5100112|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |06/05/1997|06/04/1997|5100113|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |07/03/1997|07/02/1997|5110104|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |09/04/1997|09/02/1997|5120129|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |10/03/1997|10/01/1997|5130026|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/06/1997|11/05/1997|5130198|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |12/02/1997|12/01/1997|5140063|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |03/04/1998|03/02/1998|5270051|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |04/02/1998|04/01/1998|5310131|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |05/04/1998|05/01/1998|5360157|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |08/04/1998|08/03/1998|5420242|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |10/05/1998|10/02/1998|5470033|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|04/12/1999|        |11/03/1998|11/02/1998|5520091|P|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|07/06/1999|SHELLYS |07/02/1999|07/01/1999|5740089|C|          ||
WALSH, FULLENKAMP & DOYLE|99CUA00214|10/12/1999|SERENAD |10/05/1999|10/04/1999|5760039|C|          ||
MALLARD SAND & GRAVEL CO. / OMG MIDWEST|99CUA00215|04/12/1999|        |06/05/1996|06/10/1996|4790002|C|          ||
MALLARD SAND & GRAVEL CO. / OMG MIDWEST|99CUA00215|02/24/2005|SERENAD |01/24/2005|01/20/2005|6910166|C|          ||
MALLARD SAND & GRAVEL CO. / OMG MIDWEST|99CUA00215|03/07/2005|CORIEJ  |03/03/2005|03/02/2005|6940012|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |01/26/1984|01/26/1984|1520172|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |04/18/1986|04/18/1986|2080093|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |07/24/1986|07/24/1986|2160129|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |08/12/1987|08/12/1987|2450030|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |08/18/1987|08/18/1987|2450054|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |04/08/1996|04/19/1996|4730233|C|          ||
MAENNER CO.|99CUA00216|04/12/1999|        |03/27/1997|03/26/1997|5010099|C|          ||
